MR_SUBMISSION_TEMPLATE_ID,TAX_RATE,CREATED_DATE
134081,,"2016-07-06 11:08:26"
134082,,"2016-07-06 11:08:29"
134083,,"2016-07-06 11:08:33"
134084,,"2016-07-06 11:08:37"
134085,,"2016-07-06 11:08:40"
134086,,"2016-07-06 11:08:43"
134087,,"2016-07-06 11:08:46"
134088,,"2016-07-06 11:08:50"
134089,,"2016-07-06 11:08:53"
134090,,"2016-07-06 11:08:56"
134091,,"2016-07-06 11:09:00"
134092,,"2016-07-06 11:09:03"
134093,,"2016-07-06 11:09:06"
134094,,"2016-07-06 11:09:10"
134095,,"2016-07-06 11:09:13"
134096,,"2016-07-06 11:09:16"
134097,,"2016-07-06 11:09:21"
134098,,"2016-07-06 11:09:24"
134099,,"2016-07-06 11:09:27"
134100,,"2016-07-06 11:09:31"
134101,,"2016-07-06 11:09:34"
134102,,"2016-07-06 11:09:38"
134103,,"2016-07-06 11:09:41"
134104,,"2016-07-06 11:09:45"
134105,,"2016-07-06 11:09:50"
134106,,"2016-07-06 11:09:54"
134107,,"2016-07-06 11:09:58"
134108,,"2016-07-06 11:10:03"
134109,,"2016-07-06 11:10:06"
134110,,"2016-07-06 11:10:10"
134111,,"2016-07-06 11:10:13"
134112,,"2016-07-06 11:10:17"
134113,,"2016-07-06 11:10:21"
134114,,"2016-07-06 11:10:24"
134115,,"2016-07-06 11:10:28"
134116,,"2016-07-06 11:10:31"
134117,,"2016-07-06 11:10:35"
134118,,"2016-07-06 11:10:39"
134119,,"2016-07-06 11:10:43"
134120,,"2016-07-06 11:10:46"
134121,,"2016-07-06 11:10:49"
134122,,"2016-07-06 11:10:53"
134123,,"2016-07-06 11:10:56"
134124,,"2016-07-06 11:11:00"
134125,,"2016-07-06 11:11:03"
134126,,"2016-07-06 11:11:06"
134127,,"2016-07-06 11:11:09"
134128,,"2016-07-06 11:11:12"
134129,,"2016-07-06 11:11:15"
134130,,"2016-07-06 11:11:18"
134209,,"2016-07-07 09:14:12"
134210,,"2016-07-07 09:14:16"
134211,,"2016-07-07 09:14:19"
134212,,"2016-07-07 09:14:22"
134213,,"2016-07-07 09:14:25"
134214,,"2016-07-07 09:14:28"
134215,,"2016-07-07 09:14:32"
134216,,"2016-07-07 09:14:35"
134217,,"2016-07-07 09:14:38"
134218,,"2016-07-07 09:14:42"
134219,,"2016-07-07 09:14:45"
134220,,"2016-07-07 09:14:48"
134221,,"2016-07-07 09:14:51"
134222,,"2016-07-07 09:14:55"
134223,,"2016-07-07 09:14:58"
134224,,"2016-07-07 09:15:01"
134225,,"2016-07-07 09:15:05"
134226,,"2016-07-07 09:15:08"
134227,,"2016-07-07 09:15:11"
134228,,"2016-07-07 09:15:16"
134229,,"2016-07-07 09:15:21"
134230,,"2016-07-07 09:15:23"
134231,,"2016-07-07 09:15:26"
134232,,"2016-07-07 09:15:30"
134233,,"2016-07-07 09:15:33"
134234,,"2016-07-07 09:15:37"
134235,,"2016-07-07 09:15:40"
134236,,"2016-07-07 09:15:43"
134237,,"2016-07-07 09:15:47"
134238,,"2016-07-07 09:15:49"
134239,,"2016-07-07 09:15:53"
134240,,"2016-07-07 09:15:56"
134241,,"2016-07-07 09:15:59"
134242,,"2016-07-07 09:16:02"
134243,,"2016-07-07 09:16:05"
134244,,"2016-07-07 09:16:08"
134245,,"2016-07-07 09:16:11"
134246,,"2016-07-07 09:16:15"
134247,,"2016-07-07 09:16:17"
134248,,"2016-07-07 09:17:52"
134249,,"2016-07-07 09:17:56"
134250,,"2016-07-07 09:17:59"
134251,,"2016-07-07 09:18:03"
134252,,"2016-07-07 09:18:06"
134253,,"2016-07-07 09:18:09"
134254,,"2016-07-07 09:18:12"
134255,,"2016-07-07 09:18:16"
134256,,"2016-07-07 09:18:19"
134257,,"2016-07-07 09:18:22"
134258,,"2016-07-07 09:18:25"
134259,,"2016-07-07 09:18:28"
134260,,"2016-07-07 09:18:31"
134261,,"2016-07-07 09:18:35"
134262,,"2016-07-07 09:18:38"
134263,,"2016-07-07 09:18:42"
134264,,"2016-07-07 09:18:45"
134265,,"2016-07-07 09:18:48"
134266,,"2016-07-07 09:18:51"
134267,,"2016-07-07 09:18:56"
134268,,"2016-07-07 09:18:59"
134269,,"2016-07-07 09:19:02"
134270,,"2016-07-07 09:19:06"
134271,,"2016-07-07 09:19:09"
134272,,"2016-07-07 09:19:12"
134273,,"2016-07-07 09:19:16"
134274,,"2016-07-07 09:19:19"
134275,,"2016-07-07 09:19:22"
134276,,"2016-07-07 09:19:26"
134277,,"2016-07-07 09:19:29"
134278,,"2016-07-07 09:19:32"
134279,,"2016-07-07 09:19:35"
134280,,"2016-07-07 09:19:39"
134281,,"2016-07-07 09:19:42"
134282,,"2016-07-07 09:19:45"
134283,,"2016-07-07 09:19:48"
134284,,"2016-07-07 09:19:51"
134285,,"2016-07-07 09:19:55"
134286,,"2016-07-07 09:19:57"
134288,,"2016-07-07 13:07:07"
134289,,"2016-07-07 13:07:11"
134290,,"2016-07-07 13:09:08"
134291,,"2016-07-07 13:09:10"
134292,,"2016-07-07 13:09:13"
134293,,"2016-07-07 13:09:16"
134294,,"2016-07-07 13:09:19"
134295,,"2016-07-07 13:09:21"
134296,,"2016-07-07 13:09:24"
134297,,"2016-07-07 13:09:27"
134298,,"2016-07-07 13:09:29"
134299,,"2016-07-07 13:09:32"
134300,,"2016-07-07 13:09:35"
134301,,"2016-07-07 13:09:38"
134302,,"2016-07-07 13:09:41"
134303,,"2016-07-07 13:09:44"
134304,,"2016-07-07 13:09:47"
134305,,"2016-07-07 13:09:50"
134306,,"2016-07-07 13:09:53"
134307,,"2016-07-07 13:09:55"
134308,,"2016-07-07 13:09:58"
134309,,"2016-07-07 13:10:01"
134310,,"2016-07-07 13:10:03"
134311,,"2016-07-07 13:10:06"
134312,,"2016-07-07 13:10:09"
134313,,"2016-07-07 13:10:12"
134314,,"2016-07-07 13:10:18"
134315,,"2016-07-07 13:10:21"
134339,,"2016-07-08 12:38:09"
134340,,"2016-07-08 12:38:13"
134341,,"2016-07-08 12:38:16"
134342,,"2016-07-08 12:38:20"
134343,,"2016-07-08 12:38:24"
134344,,"2016-07-08 12:38:28"
134345,,"2016-07-08 12:38:32"
134346,,"2016-07-08 12:38:36"
134347,,"2016-07-08 12:38:39"
134348,,"2016-07-08 12:38:42"
134349,,"2016-07-08 12:38:45"
134350,,"2016-07-08 12:38:49"
134351,,"2016-07-08 12:38:53"
134352,,"2016-07-08 12:38:56"
134353,,"2016-07-08 12:38:59"
134354,,"2016-07-08 12:39:02"
134355,,"2016-07-08 12:39:06"
134356,,"2016-07-08 12:39:09"
134357,,"2016-07-08 12:39:12"
134358,,"2016-07-08 14:29:08"
134359,,"2016-07-08 14:29:11"
134369,,"2016-07-11 10:23:06"
134370,,"2016-07-11 10:23:09"
134669,,"2016-07-12 12:38:07"
134670,,"2016-07-12 12:38:10"
134673,,"2016-07-12 14:13:07"
134674,,"2016-07-12 14:13:09"
134675,,"2016-07-12 14:13:11"
134784,,"2016-07-13 15:30:33"
134785,,"2016-07-13 15:30:36"
134816,,"2016-07-13 16:15:07"
134817,,"2016-07-13 16:15:10"
134818,,"2016-07-13 16:15:12"
134819,,"2016-07-13 16:15:15"
135014,,"2016-07-14 09:57:08"
135015,,"2016-07-14 09:57:10"
135016,,"2016-07-14 09:57:13"
135017,,"2016-07-14 09:57:15"
135018,,"2016-07-14 09:57:17"
135019,,"2016-07-14 09:57:20"
135020,,"2016-07-14 09:57:22"
135021,,"2016-07-14 09:57:25"
135022,,"2016-07-14 09:57:27"
135023,,"2016-07-14 09:57:30"
135024,,"2016-07-14 09:57:32"
135025,,"2016-07-14 09:57:35"
135026,,"2016-07-14 09:57:37"
135027,,"2016-07-14 09:57:39"
135028,,"2016-07-14 09:57:42"
135029,,"2016-07-14 09:57:45"
135030,,"2016-07-14 09:57:47"
135031,,"2016-07-14 09:57:50"
135032,,"2016-07-14 09:57:52"
135033,,"2016-07-14 09:57:54"
135034,,"2016-07-14 09:57:57"
135035,,"2016-07-14 09:57:59"
135036,,"2016-07-14 09:58:01"
135037,,"2016-07-14 09:58:03"
135038,,"2016-07-14 09:58:06"
135039,,"2016-07-14 09:58:08"
135040,,"2016-07-14 09:58:11"
135041,,"2016-07-14 09:58:13"
135042,,"2016-07-14 09:58:15"
135043,,"2016-07-14 09:58:18"
135044,,"2016-07-14 09:58:20"
135045,,"2016-07-14 09:58:23"
135046,,"2016-07-14 09:58:26"
135047,,"2016-07-14 09:58:28"
135048,,"2016-07-14 09:58:30"
135049,,"2016-07-14 09:58:33"
135050,,"2016-07-14 09:58:35"
135051,,"2016-07-14 09:58:37"
135052,,"2016-07-14 09:58:40"
135053,,"2016-07-14 09:58:42"
135054,,"2016-07-14 09:58:44"
135055,,"2016-07-14 09:58:47"
135056,,"2016-07-14 09:58:49"
135057,,"2016-07-14 09:58:52"
135058,,"2016-07-14 09:58:54"
135061,,"2016-07-14 11:12:07"
135062,,"2016-07-14 11:12:09"
135063,,"2016-07-14 11:12:12"
135064,,"2016-07-14 11:12:15"
135065,,"2016-07-14 11:12:17"
135066,,"2016-07-14 11:12:20"
135067,,"2016-07-14 11:12:23"
135068,,"2016-07-14 11:12:25"
135069,,"2016-07-14 11:12:27"
135070,,"2016-07-14 11:12:29"
135071,,"2016-07-14 11:12:32"
135072,,"2016-07-14 11:12:34"
135073,,"2016-07-14 11:12:37"
135074,,"2016-07-14 11:12:39"
135075,,"2016-07-14 11:12:41"
135076,,"2016-07-14 11:12:44"
135077,,"2016-07-14 11:12:46"
135078,,"2016-07-14 11:12:48"
135079,,"2016-07-14 11:12:51"
135080,,"2016-07-14 11:12:54"
135081,,"2016-07-14 11:12:56"
135082,,"2016-07-14 11:12:59"
135083,,"2016-07-14 11:13:01"
135084,,"2016-07-14 11:13:04"
135085,,"2016-07-14 11:13:06"
135086,,"2016-07-14 11:13:09"
135087,,"2016-07-14 11:13:12"
135088,,"2016-07-14 11:13:14"
135089,,"2016-07-14 11:13:17"
135090,,"2016-07-14 11:13:19"
135091,,"2016-07-14 11:13:22"
135092,,"2016-07-14 11:13:25"
135093,,"2016-07-14 11:13:27"
135094,,"2016-07-14 11:13:30"
135095,,"2016-07-14 11:13:33"
135096,,"2016-07-14 11:13:35"
135097,,"2016-07-14 11:13:38"
135098,,"2016-07-14 11:13:40"
135099,,"2016-07-14 11:13:43"
135100,,"2016-07-14 11:13:45"
135101,,"2016-07-14 11:13:48"
135102,,"2016-07-14 11:13:51"
135103,,"2016-07-14 11:13:53"
135104,,"2016-07-14 11:13:56"
135105,,"2016-07-14 11:13:58"
135106,,"2016-07-14 11:14:01"
135107,,"2016-07-14 11:14:04"
135485,,"2016-07-15 15:33:30"
135486,,"2016-07-15 15:33:32"
135487,,"2016-07-15 15:51:06"
135488,,"2016-07-15 15:51:08"
135489,,"2016-07-15 15:51:11"
135490,,"2016-07-15 15:51:13"
135491,,"2016-07-15 15:51:16"
135492,,"2016-07-15 15:51:19"
135493,,"2016-07-15 15:51:21"
135494,,"2016-07-15 15:51:24"
135495,,"2016-07-15 15:51:26"
135496,,"2016-07-15 15:51:29"
135497,,"2016-07-15 15:51:31"
135498,,"2016-07-15 15:51:33"
135499,,"2016-07-15 15:51:35"
135500,,"2016-07-15 15:51:38"
135501,,"2016-07-15 15:51:40"
135502,,"2016-07-15 15:51:43"
135503,,"2016-07-15 15:51:45"
135504,,"2016-07-15 15:51:47"
135505,,"2016-07-15 15:51:50"
135506,,"2016-07-15 15:51:52"
135507,,"2016-07-15 15:51:54"
135508,,"2016-07-15 15:51:58"
135509,,"2016-07-15 15:52:00"
135510,,"2016-07-15 15:52:02"
135511,,"2016-07-15 15:52:05"
135512,,"2016-07-15 15:52:08"
135513,,"2016-07-15 15:52:10"
135710,,"2016-07-18 13:47:09"
135711,,"2016-07-18 13:47:12"
135712,,"2016-07-18 13:47:14"
135713,,"2016-07-18 13:49:08"
135714,,"2016-07-18 13:49:10"
135715,,"2016-07-18 13:49:13"
135716,,"2016-07-18 13:49:17"
135738,,"2016-07-18 14:14:08"
135739,,"2016-07-18 14:14:10"
135740,,"2016-07-18 14:14:12"
135741,,"2016-07-18 14:14:15"
135742,,"2016-07-18 14:14:18"
135743,,"2016-07-18 14:14:20"
135744,,"2016-07-18 14:14:22"
135745,,"2016-07-18 14:14:24"
135746,,"2016-07-18 14:14:27"
135747,,"2016-07-18 14:14:29"
135748,,"2016-07-18 14:14:31"
135749,,"2016-07-18 14:14:33"
135750,,"2016-07-18 14:14:37"
135751,,"2016-07-18 14:14:40"
135752,,"2016-07-18 14:14:42"
135753,,"2016-07-18 14:14:45"
135754,,"2016-07-18 14:14:47"
135758,,"2016-07-18 14:28:07"
135759,,"2016-07-18 14:28:09"
135760,,"2016-07-18 14:38:08"
135761,,"2016-07-18 14:38:10"
135762,,"2016-07-18 14:38:13"
135763,,"2016-07-18 14:38:15"
135764,,"2016-07-18 14:38:17"
135765,,"2016-07-18 14:38:20"
135766,,"2016-07-18 14:38:22"
135767,,"2016-07-18 14:38:24"
135768,,"2016-07-18 14:38:27"
135769,,"2016-07-18 14:38:29"
135770,,"2016-07-18 14:38:32"
135771,,"2016-07-18 14:38:34"
135772,,"2016-07-18 14:38:37"
135773,,"2016-07-18 14:38:39"
135774,,"2016-07-18 14:38:41"
135775,,"2016-07-18 14:38:43"
135776,,"2016-07-18 14:38:46"
135777,,"2016-07-18 14:38:49"
135778,,"2016-07-18 14:38:51"
135779,,"2016-07-18 14:38:54"
135780,,"2016-07-18 14:38:58"
135833,,"2016-07-18 15:38:08"
135834,,"2016-07-18 15:38:10"
135837,,"2016-07-18 15:53:10"
135838,,"2016-07-18 15:53:14"
135839,,"2016-07-18 15:58:09"
135840,,"2016-07-18 15:58:11"
135841,,"2016-07-18 15:58:14"
135842,,"2016-07-18 16:02:08"
135843,,"2016-07-18 16:02:11"
135947,,"2016-07-18 16:23:43"
135948,,"2016-07-18 16:23:45"
135971,,"2016-07-18 16:40:10"
135972,,"2016-07-18 16:40:12"
135973,,"2016-07-18 16:40:15"
135974,,"2016-07-18 16:40:17"
135975,,"2016-07-18 16:40:19"
135976,,"2016-07-18 16:40:22"
135977,,"2016-07-18 16:40:24"
135978,,"2016-07-18 16:40:28"
135979,,"2016-07-18 16:40:30"
136108,,"2016-07-18 18:05:20"
136109,,"2016-07-18 18:05:22"
136114,,"2016-07-18 18:24:06"
136115,,"2016-07-18 18:24:09"
136126,,"2016-07-19 10:18:20"
136127,,"2016-07-19 10:18:23"
136128,,"2016-07-19 10:33:09"
136129,,"2016-07-19 10:33:12"
136205,,"2016-07-19 11:53:09"
136206,,"2016-07-19 11:53:12"
136207,,"2016-07-19 11:53:14"
136208,,"2016-07-19 11:53:16"
136209,,"2016-07-19 11:53:19"
136210,,"2016-07-19 11:53:22"
136211,,"2016-07-19 11:53:24"
136212,,"2016-07-19 11:53:27"
136213,,"2016-07-19 11:53:29"
136214,,"2016-07-19 11:53:32"
136215,,"2016-07-19 11:53:35"
136216,,"2016-07-19 11:53:37"
136217,,"2016-07-19 11:53:40"
136218,,"2016-07-19 11:53:42"
136219,,"2016-07-19 11:53:45"
136220,,"2016-07-19 11:53:47"
136221,,"2016-07-19 11:53:50"
136222,,"2016-07-19 11:53:53"
136223,,"2016-07-19 11:53:55"
136224,,"2016-07-19 11:53:57"
136225,,"2016-07-19 11:54:00"
136226,,"2016-07-19 11:54:03"
136227,,"2016-07-19 11:54:06"
136228,,"2016-07-19 11:54:08"
136229,,"2016-07-19 11:54:10"
136230,,"2016-07-19 11:54:13"
136231,,"2016-07-19 11:54:15"
136232,,"2016-07-19 11:54:17"
136233,,"2016-07-19 11:54:20"
136234,,"2016-07-19 11:54:22"
136235,,"2016-07-19 11:54:25"
136236,,"2016-07-19 11:54:27"
136237,,"2016-07-19 11:54:29"
136238,,"2016-07-19 11:54:32"
136239,,"2016-07-19 11:54:34"
136240,,"2016-07-19 11:54:37"
136241,,"2016-07-19 11:54:39"
136242,,"2016-07-19 11:54:42"
136457,,"2016-07-19 13:51:01"
136458,,"2016-07-19 13:51:04"
136459,,"2016-07-19 13:51:10"
136460,,"2016-07-19 13:51:13"
136545,,"2016-07-19 15:17:06"
136546,,"2016-07-19 15:17:09"
136599,0.000000000000000,"2016-07-19 15:57:10"
136600,0.000000000000000,"2016-07-19 15:57:15"
136698,,"2016-07-19 17:30:22"
136699,,"2016-07-19 17:30:25"
136700,,"2016-07-19 17:30:28"
136701,,"2016-07-19 17:30:30"
136702,,"2016-07-19 17:30:33"
136703,,"2016-07-19 17:30:35"
136704,,"2016-07-19 17:30:37"
136705,,"2016-07-19 17:30:40"
136706,,"2016-07-19 17:30:42"
136707,,"2016-07-19 17:30:45"
136708,,"2016-07-19 17:30:47"
136709,,"2016-07-19 17:30:49"
136710,,"2016-07-19 17:30:51"
136711,,"2016-07-19 17:30:54"
136712,,"2016-07-19 17:30:56"
136713,,"2016-07-19 17:30:58"
136714,,"2016-07-19 17:31:01"
136715,,"2016-07-19 17:31:03"
136716,,"2016-07-19 17:31:05"
136717,,"2016-07-19 17:31:08"
136718,,"2016-07-19 17:31:10"
136719,,"2016-07-19 17:31:12"
136720,,"2016-07-19 17:31:15"
136721,,"2016-07-19 17:31:17"
136722,,"2016-07-19 17:31:20"
136723,,"2016-07-19 17:31:22"
136724,,"2016-07-19 17:31:24"
136725,,"2016-07-19 17:31:27"
136726,,"2016-07-19 17:31:29"
136727,,"2016-07-19 17:31:32"
136728,,"2016-07-19 17:31:34"
136729,,"2016-07-19 17:31:36"
136730,,"2016-07-19 17:31:39"
136731,,"2016-07-19 17:31:41"
136732,,"2016-07-19 17:31:43"
136733,,"2016-07-19 17:31:45"
136734,,"2016-07-19 17:31:48"
136735,,"2016-07-19 17:31:50"
136736,,"2016-07-19 17:31:53"
136737,,"2016-07-19 17:31:55"
136738,,"2016-07-19 17:31:58"
136739,,"2016-07-19 17:32:00"
136740,,"2016-07-19 17:32:02"
136741,,"2016-07-19 17:32:05"
136742,,"2016-07-19 17:32:07"
136743,,"2016-07-19 17:32:10"
136744,,"2016-07-19 17:32:12"
136745,,"2016-07-19 17:32:15"
136912,0.000000000000000,"2016-07-20 10:32:10"
136913,0.000000000000000,"2016-07-20 10:32:13"
136920,,"2016-07-20 10:41:25"
136921,,"2016-07-20 10:41:27"
136943,,"2016-07-20 11:18:09"
136944,,"2016-07-20 11:18:12"
136945,,"2016-07-20 11:24:07"
136946,,"2016-07-20 11:24:10"
136947,,"2016-07-20 11:24:12"
136948,,"2016-07-20 11:24:15"
136949,,"2016-07-20 11:24:17"
136950,,"2016-07-20 11:24:19"
136951,,"2016-07-20 11:24:22"
136952,,"2016-07-20 11:24:25"
136953,,"2016-07-20 11:24:27"
136954,,"2016-07-20 11:24:29"
136955,,"2016-07-20 11:24:32"
136956,,"2016-07-20 11:24:34"
136957,,"2016-07-20 11:24:37"
136958,,"2016-07-20 11:24:39"
136959,,"2016-07-20 11:24:42"
136960,,"2016-07-20 11:24:45"
136961,,"2016-07-20 11:24:47"
136962,,"2016-07-20 11:24:50"
136963,,"2016-07-20 11:24:52"
136964,,"2016-07-20 11:24:55"
136965,,"2016-07-20 11:24:57"
136966,,"2016-07-20 11:25:00"
136967,,"2016-07-20 11:25:02"
136968,,"2016-07-20 11:25:05"
136969,,"2016-07-20 11:25:07"
136970,,"2016-07-20 11:25:09"
136971,,"2016-07-20 11:25:12"
136972,,"2016-07-20 11:25:14"
136973,,"2016-07-20 11:29:07"
136974,,"2016-07-20 11:29:10"
136975,,"2016-07-20 11:29:13"
136976,,"2016-07-20 11:29:15"
136977,,"2016-07-20 11:29:18"
136978,,"2016-07-20 11:29:20"
136979,,"2016-07-20 11:29:23"
136980,,"2016-07-20 11:29:25"
136981,,"2016-07-20 11:29:28"
136982,,"2016-07-20 11:29:31"
136983,,"2016-07-20 11:29:33"
136984,,"2016-07-20 11:29:36"
136985,,"2016-07-20 11:29:38"
136986,,"2016-07-20 11:29:41"
136987,,"2016-07-20 11:29:44"
136988,,"2016-07-20 11:29:46"
136989,,"2016-07-20 11:29:49"
136990,,"2016-07-20 11:29:52"
136991,,"2016-07-20 11:29:54"
136994,,"2016-07-20 11:35:08"
136995,,"2016-07-20 11:35:11"
136996,0.000000000000000,"2016-07-20 11:48:08"
136997,0.000000000000000,"2016-07-20 11:48:11"
137000,0.000000000000000,"2016-07-20 12:24:09"
137001,0.000000000000000,"2016-07-20 12:24:12"
137002,0.000000000000000,"2016-07-20 12:24:14"
137003,0.000000000000000,"2016-07-20 12:24:16"
137008,,"2016-07-20 13:12:08"
137009,,"2016-07-20 13:12:10"
137091,,"2016-07-20 14:36:48"
137092,,"2016-07-20 14:36:50"
137093,,"2016-07-20 14:38:10"
137094,,"2016-07-20 14:38:13"
137157,,"2016-07-20 15:42:06"
137158,,"2016-07-20 15:42:09"
137159,,"2016-07-20 15:50:08"
137160,,"2016-07-20 15:50:10"
137161,,"2016-07-20 15:50:12"
137162,,"2016-07-20 15:50:14"
137163,,"2016-07-20 15:50:16"
137164,,"2016-07-20 15:50:18"
137165,,"2016-07-20 15:50:20"
137166,,"2016-07-20 15:50:23"
137167,,"2016-07-20 15:50:25"
137168,,"2016-07-20 15:50:28"
137169,,"2016-07-20 15:50:30"
137170,,"2016-07-20 15:50:34"
137171,,"2016-07-20 15:50:37"
137172,,"2016-07-20 15:50:41"
137173,,"2016-07-20 15:50:45"
137174,,"2016-07-20 15:50:48"
137175,,"2016-07-20 15:50:51"
137176,,"2016-07-20 15:50:54"
137177,,"2016-07-20 15:50:57"
137178,,"2016-07-20 15:51:03"
137179,,"2016-07-20 15:51:08"
137180,,"2016-07-20 15:51:12"
137181,,"2016-07-20 15:51:16"
137182,,"2016-07-20 15:51:26"
137183,,"2016-07-20 15:51:29"
137184,,"2016-07-20 15:51:33"
137185,,"2016-07-20 15:51:36"
137186,,"2016-07-20 15:51:38"
137187,,"2016-07-20 15:51:40"
137188,,"2016-07-20 15:51:42"
137189,,"2016-07-20 15:51:44"
137190,,"2016-07-20 15:51:47"
137191,,"2016-07-20 15:51:49"
137192,,"2016-07-20 15:51:52"
137193,,"2016-07-20 15:51:55"
137205,,"2016-07-20 16:10:17"
137206,,"2016-07-20 16:10:20"
137207,,"2016-07-20 16:10:22"
137208,,"2016-07-20 16:10:25"
137209,,"2016-07-20 16:10:27"
137210,,"2016-07-20 16:10:30"
137211,,"2016-07-20 16:10:32"
137212,,"2016-07-20 16:10:35"
137213,,"2016-07-20 16:10:37"
137214,,"2016-07-20 16:10:39"
137215,,"2016-07-20 16:10:42"
137216,,"2016-07-20 16:10:44"
137217,,"2016-07-20 16:10:47"
137218,,"2016-07-20 16:10:49"
137219,0.000000000000000,"2016-07-20 16:18:07"
137220,0.000000000000000,"2016-07-20 16:18:10"
137253,,"2016-07-20 18:54:08"
137254,,"2016-07-20 18:54:11"
137255,,"2016-07-20 18:55:08"
137256,,"2016-07-20 18:55:11"
137266,,"2016-07-21 06:30:10"
137267,,"2016-07-21 06:30:13"
137268,,"2016-07-21 06:30:15"
137276,,"2016-07-21 09:18:05"
137277,,"2016-07-21 09:18:08"
137278,,"2016-07-21 09:18:10"
137279,,"2016-07-21 09:36:07"
137280,,"2016-07-21 09:36:10"
137281,,"2016-07-21 09:36:12"
137282,,"2016-07-21 09:36:14"
137283,,"2016-07-21 09:36:17"
137284,,"2016-07-21 09:44:07"
137285,,"2016-07-21 09:44:10"
137345,,"2016-07-21 10:21:42"
137346,,"2016-07-21 10:21:44"
137347,,"2016-07-21 10:21:51"
137348,,"2016-07-21 10:21:53"
137498,,"2016-07-21 13:55:06"
137499,,"2016-07-21 13:55:08"
137594,,"2016-07-21 15:29:06"
137595,,"2016-07-21 15:29:08"
137651,,"2016-07-21 16:01:11"
