MR_SUBMISSION_TEMPLATE_ID,DESC_LOCATE_PLCY_HLERS_SUB,DESC_DISB_PRI_REP_UNCLM_REB,CREATED_DATE
133994,,,"2016-07-06 09:30:50"
133995,,,"2016-07-06 09:30:53"
134076,,,"2016-07-06 11:08:09"
134077,,,"2016-07-06 11:08:12"
134078,,,"2016-07-06 11:08:16"
134079,,,"2016-07-06 11:08:19"
134080,,,"2016-07-06 11:08:22"
134081,,,"2016-07-06 11:08:26"
134082,,,"2016-07-06 11:08:29"
134083,,,"2016-07-06 11:08:33"
134084,,,"2016-07-06 11:08:37"
134085,,,"2016-07-06 11:08:40"
134086,,,"2016-07-06 11:08:43"
134087,,,"2016-07-06 11:08:46"
134088,,,"2016-07-06 11:08:50"
134089,,,"2016-07-06 11:08:53"
134090,,,"2016-07-06 11:08:56"
134091,,,"2016-07-06 11:09:00"
134092,,,"2016-07-06 11:09:03"
134093,,,"2016-07-06 11:09:06"
134094,,,"2016-07-06 11:09:10"
134095,,,"2016-07-06 11:09:13"
134096,,,"2016-07-06 11:09:16"
134097,,,"2016-07-06 11:09:21"
134098,,,"2016-07-06 11:09:24"
134099,,,"2016-07-06 11:09:27"
134100,,,"2016-07-06 11:09:31"
134101,,,"2016-07-06 11:09:34"
134102,,,"2016-07-06 11:09:38"
134103,,,"2016-07-06 11:09:41"
134104,,,"2016-07-06 11:09:45"
134105,,,"2016-07-06 11:09:50"
134106,,,"2016-07-06 11:09:54"
134107,,,"2016-07-06 11:09:58"
134108,,,"2016-07-06 11:10:03"
134109,,,"2016-07-06 11:10:06"
134110,,,"2016-07-06 11:10:10"
134111,,,"2016-07-06 11:10:13"
134112,,,"2016-07-06 11:10:17"
134113,,,"2016-07-06 11:10:21"
134114,,,"2016-07-06 11:10:24"
134115,,,"2016-07-06 11:10:28"
134116,,,"2016-07-06 11:10:31"
134117,,,"2016-07-06 11:10:35"
134118,,,"2016-07-06 11:10:39"
134119,,,"2016-07-06 11:10:43"
134120,,,"2016-07-06 11:10:46"
134121,,,"2016-07-06 11:10:49"
134122,,,"2016-07-06 11:10:53"
134123,,,"2016-07-06 11:10:56"
134124,,,"2016-07-06 11:11:00"
134125,,,"2016-07-06 11:11:03"
134126,,,"2016-07-06 11:11:06"
134127,,,"2016-07-06 11:11:09"
134128,,,"2016-07-06 11:11:12"
134129,,,"2016-07-06 11:11:15"
134130,,,"2016-07-06 11:11:18"
134209,,,"2016-07-07 09:14:12"
134210,,,"2016-07-07 09:14:16"
134211,,,"2016-07-07 09:14:19"
134212,,,"2016-07-07 09:14:22"
134213,,,"2016-07-07 09:14:25"
134214,,,"2016-07-07 09:14:28"
134215,,,"2016-07-07 09:14:32"
134216,,,"2016-07-07 09:14:35"
134217,,,"2016-07-07 09:14:38"
134218,,,"2016-07-07 09:14:42"
134219,,,"2016-07-07 09:14:45"
134220,,,"2016-07-07 09:14:48"
134221,,,"2016-07-07 09:14:51"
134222,,,"2016-07-07 09:14:55"
134223,,,"2016-07-07 09:14:58"
134224,,,"2016-07-07 09:15:01"
134225,,,"2016-07-07 09:15:05"
134226,,,"2016-07-07 09:15:08"
134227,,,"2016-07-07 09:15:11"
134228,,,"2016-07-07 09:15:16"
134229,,,"2016-07-07 09:15:21"
134230,,,"2016-07-07 09:15:23"
134231,,,"2016-07-07 09:15:26"
134232,,,"2016-07-07 09:15:30"
134233,,,"2016-07-07 09:15:33"
134234,,,"2016-07-07 09:15:37"
134235,,,"2016-07-07 09:15:40"
134236,,,"2016-07-07 09:15:43"
134237,,,"2016-07-07 09:15:47"
134238,,,"2016-07-07 09:15:49"
134239,,,"2016-07-07 09:15:53"
134240,,,"2016-07-07 09:15:56"
134241,,,"2016-07-07 09:15:59"
134242,,,"2016-07-07 09:16:02"
134243,,,"2016-07-07 09:16:05"
134244,,,"2016-07-07 09:16:08"
134245,,,"2016-07-07 09:16:11"
134246,,,"2016-07-07 09:16:15"
134247,,,"2016-07-07 09:16:17"
134248,,,"2016-07-07 09:17:52"
134249,,,"2016-07-07 09:17:56"
134250,,,"2016-07-07 09:17:59"
134251,,,"2016-07-07 09:18:03"
134252,,,"2016-07-07 09:18:06"
134253,,,"2016-07-07 09:18:09"
134254,,,"2016-07-07 09:18:12"
134255,,,"2016-07-07 09:18:16"
134256,,,"2016-07-07 09:18:19"
134257,,,"2016-07-07 09:18:22"
134258,,,"2016-07-07 09:18:25"
134259,,,"2016-07-07 09:18:28"
134260,,,"2016-07-07 09:18:31"
134261,,,"2016-07-07 09:18:35"
134262,,,"2016-07-07 09:18:38"
134263,,,"2016-07-07 09:18:42"
134264,,,"2016-07-07 09:18:45"
134265,,,"2016-07-07 09:18:48"
134266,,,"2016-07-07 09:18:51"
134267,,,"2016-07-07 09:18:56"
134268,,,"2016-07-07 09:18:59"
134269,,,"2016-07-07 09:19:02"
134270,,,"2016-07-07 09:19:06"
134271,,,"2016-07-07 09:19:09"
134272,,,"2016-07-07 09:19:12"
134273,,,"2016-07-07 09:19:16"
134274,,,"2016-07-07 09:19:19"
134275,,,"2016-07-07 09:19:22"
134276,,,"2016-07-07 09:19:26"
134277,,,"2016-07-07 09:19:29"
134278,,,"2016-07-07 09:19:32"
134279,,,"2016-07-07 09:19:35"
134280,,,"2016-07-07 09:19:39"
134281,,,"2016-07-07 09:19:42"
134282,,,"2016-07-07 09:19:45"
134283,,,"2016-07-07 09:19:48"
134284,,,"2016-07-07 09:19:51"
134285,,,"2016-07-07 09:19:55"
134286,,,"2016-07-07 09:19:57"
134288,,,"2016-07-07 13:07:07"
134289,,,"2016-07-07 13:07:11"
134290,,,"2016-07-07 13:09:08"
134291,,,"2016-07-07 13:09:10"
134292,,,"2016-07-07 13:09:13"
134293,,,"2016-07-07 13:09:16"
134294,,,"2016-07-07 13:09:19"
134295,,,"2016-07-07 13:09:21"
134296,,,"2016-07-07 13:09:24"
134297,,,"2016-07-07 13:09:27"
134298,,,"2016-07-07 13:09:29"
134299,,,"2016-07-07 13:09:32"
134300,,,"2016-07-07 13:09:35"
134301,,,"2016-07-07 13:09:38"
134302,,,"2016-07-07 13:09:41"
134303,,,"2016-07-07 13:09:44"
134304,,,"2016-07-07 13:09:47"
134305,,,"2016-07-07 13:09:50"
134306,,,"2016-07-07 13:09:53"
134307,,,"2016-07-07 13:09:55"
134308,,,"2016-07-07 13:09:58"
134309,,,"2016-07-07 13:10:01"
134310,,,"2016-07-07 13:10:03"
134311,,,"2016-07-07 13:10:06"
134312,,,"2016-07-07 13:10:09"
134313,,,"2016-07-07 13:10:12"
134314,,,"2016-07-07 13:10:18"
134315,,,"2016-07-07 13:10:21"
134339,,,"2016-07-08 12:38:09"
134340,,,"2016-07-08 12:38:13"
134341,,,"2016-07-08 12:38:16"
134342,,,"2016-07-08 12:38:20"
134343,,,"2016-07-08 12:38:24"
134344,,,"2016-07-08 12:38:28"
134345,,,"2016-07-08 12:38:32"
134346,,,"2016-07-08 12:38:36"
134347,,,"2016-07-08 12:38:39"
134348,,,"2016-07-08 12:38:42"
134349,,,"2016-07-08 12:38:45"
134350,,,"2016-07-08 12:38:49"
134351,,,"2016-07-08 12:38:53"
134352,,,"2016-07-08 12:38:56"
134353,,,"2016-07-08 12:38:59"
134354,,,"2016-07-08 12:39:02"
134355,,,"2016-07-08 12:39:06"
134356,,,"2016-07-08 12:39:09"
134357,,,"2016-07-08 12:39:12"
134358,,,"2016-07-08 14:29:08"
134359,,,"2016-07-08 14:29:11"
134369,,,"2016-07-11 10:23:06"
134370,,,"2016-07-11 10:23:09"
134669,,,"2016-07-12 12:38:07"
134670,,,"2016-07-12 12:38:10"
134673,"N/A","N/A","2016-07-12 14:13:07"
134674,"N/A","N/A","2016-07-12 14:13:09"
134675,"N/A","N/A","2016-07-12 14:13:11"
134784,,,"2016-07-13 15:30:33"
134785,,,"2016-07-13 15:30:36"
134816,,,"2016-07-13 16:15:07"
134817,,,"2016-07-13 16:15:10"
134818,,,"2016-07-13 16:15:12"
134819,,,"2016-07-13 16:15:15"
135014,,,"2016-07-14 09:57:08"
135015,"0",,"2016-07-14 09:57:10"
135016,,,"2016-07-14 09:57:13"
135017,,,"2016-07-14 09:57:15"
135018,,,"2016-07-14 09:57:17"
135019,,,"2016-07-14 09:57:20"
135020,,,"2016-07-14 09:57:22"
135021,,,"2016-07-14 09:57:25"
135022,,,"2016-07-14 09:57:27"
135023,,,"2016-07-14 09:57:30"
135024,,,"2016-07-14 09:57:32"
135025,,,"2016-07-14 09:57:35"
135026,,,"2016-07-14 09:57:37"
135027,,,"2016-07-14 09:57:39"
135028,,,"2016-07-14 09:57:42"
135029,,,"2016-07-14 09:57:45"
135030,,,"2016-07-14 09:57:47"
135031,,,"2016-07-14 09:57:50"
135032,,,"2016-07-14 09:57:52"
135033,,,"2016-07-14 09:57:54"
135034,,,"2016-07-14 09:57:57"
135035,,,"2016-07-14 09:57:59"
135036,,,"2016-07-14 09:58:01"
135037,,,"2016-07-14 09:58:03"
135038,,,"2016-07-14 09:58:06"
135039,,,"2016-07-14 09:58:08"
135040,,,"2016-07-14 09:58:11"
135041,,,"2016-07-14 09:58:13"
135042,,,"2016-07-14 09:58:15"
135043,,,"2016-07-14 09:58:18"
135044,,,"2016-07-14 09:58:20"
135045,,,"2016-07-14 09:58:23"
135046,,,"2016-07-14 09:58:26"
135047,,,"2016-07-14 09:58:28"
135048,,,"2016-07-14 09:58:30"
135049,,,"2016-07-14 09:58:33"
135050,,,"2016-07-14 09:58:35"
135051,,,"2016-07-14 09:58:37"
135052,,,"2016-07-14 09:58:40"
135053,,,"2016-07-14 09:58:42"
135054,,,"2016-07-14 09:58:44"
135055,,,"2016-07-14 09:58:46"
135056,,,"2016-07-14 09:58:49"
135057,,,"2016-07-14 09:58:52"
135058,,,"2016-07-14 09:58:54"
135061,,,"2016-07-14 11:12:07"
135062,,,"2016-07-14 11:12:09"
135063,,,"2016-07-14 11:12:12"
135064,,,"2016-07-14 11:12:15"
135065,,,"2016-07-14 11:12:17"
135066,,,"2016-07-14 11:12:20"
135067,,,"2016-07-14 11:12:23"
135068,,,"2016-07-14 11:12:25"
135069,,,"2016-07-14 11:12:27"
135070,,,"2016-07-14 11:12:29"
135071,,,"2016-07-14 11:12:32"
135072,,,"2016-07-14 11:12:34"
135073,,,"2016-07-14 11:12:37"
135074,,,"2016-07-14 11:12:39"
135075,,,"2016-07-14 11:12:41"
135076,,,"2016-07-14 11:12:44"
135077,,,"2016-07-14 11:12:46"
135078,,,"2016-07-14 11:12:48"
135079,,,"2016-07-14 11:12:51"
135080,,,"2016-07-14 11:12:54"
135081,,,"2016-07-14 11:12:56"
135082,,,"2016-07-14 11:12:59"
135083,,,"2016-07-14 11:13:01"
135084,,,"2016-07-14 11:13:04"
135085,,,"2016-07-14 11:13:06"
135086,,,"2016-07-14 11:13:09"
135087,,,"2016-07-14 11:13:12"
135088,,,"2016-07-14 11:13:14"
135089,,,"2016-07-14 11:13:17"
135090,,,"2016-07-14 11:13:19"
135091,,,"2016-07-14 11:13:22"
135092,,,"2016-07-14 11:13:25"
135093,,,"2016-07-14 11:13:27"
135094,,,"2016-07-14 11:13:30"
135095,,,"2016-07-14 11:13:33"
135096,,,"2016-07-14 11:13:35"
135097,,,"2016-07-14 11:13:38"
135098,,,"2016-07-14 11:13:40"
135099,,,"2016-07-14 11:13:43"
135100,,,"2016-07-14 11:13:45"
135101,,,"2016-07-14 11:13:48"
135102,,,"2016-07-14 11:13:51"
135103,,,"2016-07-14 11:13:53"
135104,,,"2016-07-14 11:13:56"
135105,,,"2016-07-14 11:13:58"
135106,,,"2016-07-14 11:14:01"
135107,,,"2016-07-14 11:14:04"
135485,,,"2016-07-15 15:33:30"
135486,,,"2016-07-15 15:33:32"
135487,,,"2016-07-15 15:51:06"
135488,,,"2016-07-15 15:51:08"
135489,,,"2016-07-15 15:51:11"
135490,,,"2016-07-15 15:51:13"
135491,,,"2016-07-15 15:51:16"
135492,,,"2016-07-15 15:51:19"
135493,,,"2016-07-15 15:51:21"
135494,,,"2016-07-15 15:51:24"
135495,,,"2016-07-15 15:51:26"
135496,,,"2016-07-15 15:51:29"
135497,,,"2016-07-15 15:51:31"
135498,,,"2016-07-15 15:51:33"
135499,,,"2016-07-15 15:51:35"
135500,,,"2016-07-15 15:51:38"
135501,,,"2016-07-15 15:51:40"
135502,,,"2016-07-15 15:51:43"
135503,,,"2016-07-15 15:51:45"
135504,,,"2016-07-15 15:51:47"
135505,,,"2016-07-15 15:51:50"
135506,,,"2016-07-15 15:51:52"
135507,,,"2016-07-15 15:51:54"
135508,,,"2016-07-15 15:51:58"
135509,,,"2016-07-15 15:52:00"
135510,,,"2016-07-15 15:52:02"
135511,,,"2016-07-15 15:52:05"
135512,,,"2016-07-15 15:52:08"
135513,,,"2016-07-15 15:52:10"
135710,,,"2016-07-18 13:47:09"
135711,,,"2016-07-18 13:47:12"
135712,,,"2016-07-18 13:47:14"
135713,,,"2016-07-18 13:49:08"
135714,,,"2016-07-18 13:49:10"
135715,,,"2016-07-18 13:49:13"
135716,,,"2016-07-18 13:49:17"
135738,,,"2016-07-18 14:14:08"
135739,,,"2016-07-18 14:14:10"
135740,,,"2016-07-18 14:14:12"
135741,,,"2016-07-18 14:14:15"
135742,,,"2016-07-18 14:14:18"
135743,,,"2016-07-18 14:14:20"
135744,,,"2016-07-18 14:14:22"
135745,,,"2016-07-18 14:14:24"
135746,,,"2016-07-18 14:14:27"
135747,,,"2016-07-18 14:14:29"
135748,,,"2016-07-18 14:14:31"
135749,,,"2016-07-18 14:14:33"
135750,,,"2016-07-18 14:14:37"
135751,,,"2016-07-18 14:14:40"
135752,,,"2016-07-18 14:14:42"
135753,,,"2016-07-18 14:14:45"
135754,,,"2016-07-18 14:14:47"
135758,,,"2016-07-18 14:28:07"
135759,,,"2016-07-18 14:28:09"
135760,,,"2016-07-18 14:38:08"
135761,,,"2016-07-18 14:38:10"
135762,,,"2016-07-18 14:38:13"
135763,,,"2016-07-18 14:38:15"
135764,,,"2016-07-18 14:38:17"
135765,,,"2016-07-18 14:38:20"
135766,,,"2016-07-18 14:38:22"
135767,,,"2016-07-18 14:38:24"
135768,,,"2016-07-18 14:38:27"
135769,,,"2016-07-18 14:38:29"
135770,,,"2016-07-18 14:38:32"
135771,,,"2016-07-18 14:38:34"
135772,,,"2016-07-18 14:38:37"
135773,,,"2016-07-18 14:38:39"
135774,,,"2016-07-18 14:38:41"
135775,,,"2016-07-18 14:38:43"
135776,,,"2016-07-18 14:38:46"
135777,,,"2016-07-18 14:38:49"
135778,,,"2016-07-18 14:38:51"
135779,,,"2016-07-18 14:38:54"
135780,,,"2016-07-18 14:38:58"
135833,,,"2016-07-18 15:38:08"
135834,,,"2016-07-18 15:38:10"
135837,,,"2016-07-18 15:53:10"
135838,,,"2016-07-18 15:53:14"
135839,,,"2016-07-18 15:58:09"
135840,,,"2016-07-18 15:58:11"
135841,,,"2016-07-18 15:58:14"
135842,,,"2016-07-18 16:02:08"
135843,,,"2016-07-18 16:02:11"
135947,,,"2016-07-18 16:23:43"
135948,,,"2016-07-18 16:23:45"
135971,,,"2016-07-18 16:40:10"
135972,,,"2016-07-18 16:40:12"
135973,,,"2016-07-18 16:40:15"
135974,,,"2016-07-18 16:40:17"
135975,,,"2016-07-18 16:40:19"
135976,,,"2016-07-18 16:40:22"
135977,,,"2016-07-18 16:40:24"
135978,,,"2016-07-18 16:40:28"
135979,,,"2016-07-18 16:40:30"
136108,,,"2016-07-18 18:05:20"
136109,,,"2016-07-18 18:05:22"
136114,,,"2016-07-18 18:24:06"
136115,,,"2016-07-18 18:24:09"
136126,,,"2016-07-19 10:18:20"
136127,,,"2016-07-19 10:18:23"
136128,,,"2016-07-19 10:33:09"
136129,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Life Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Life Insurance Company in this state.","2016-07-19 10:33:12"
136205,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:53:09"
136206,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:53:12"
136207,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:53:14"
136208,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:53:16"
136209,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:53:19"
136210,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:53:22"
136211,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:53:24"
136212,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:53:27"
136213,,,"2016-07-19 11:53:29"
136214,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:53:32"
136215,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:53:35"
136216,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:53:37"
136217,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:53:40"
136218,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:53:42"
136219,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:53:45"
136220,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:53:47"
136221,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:53:50"
136222,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:53:53"
136223,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:53:55"
136224,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:53:57"
136225,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:54:00"
136226,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:54:03"
136227,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:54:06"
136228,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:54:08"
136229,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:54:10"
136230,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:54:13"
136231,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:54:15"
136232,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:54:17"
136233,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:54:20"
136234,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:54:22"
136235,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:54:25"
136236,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:54:27"
136237,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:54:29"
136238,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:54:32"
136239,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:54:34"
136240,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:54:37"
136241,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:54:39"
136242,"There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Secuity Insurance Company in this state.","There were no MLR Rebates payable for 2014 MLR Reporting Year for Union Security Insurance Company in this state.","2016-07-19 11:54:42"
136457,,,"2016-07-19 13:51:01"
136458,,,"2016-07-19 13:51:04"
136459,,,"2016-07-19 13:51:10"
136460,,,"2016-07-19 13:51:13"
136545,,,"2016-07-19 15:17:06"
