Name,State,HIOS,MMI,ERAI,ARAI,Premium,Loss1,Loss2,Loss3,Loss4,ERAIPMM,ARAIPMM,Diff,TotalLoss
Chinese Community Health Plan,California,47579,141014,-16711278.78,"($16,711,278.79)",45381534.76,29949706.93,,,,-118.5079409,-118.507941,1.000000001,109.4347216
HealthSpan Integrated Care,Ohio,20126,90538,-9566204,"($9,566,203.90)",30258313,27408056,2645218,234666,0,-105.6595463,-105.6595452,0.99999999,-0.327232764
Coordinated Care Corporation Indiana,Washington,61836,232541,-24258945.68,"($24,258,945.68)",50065838.14,34938041.98,4146854.16,93410.46,0,-104.3211549,-104.3211549,1,46.81983624
"Avera Health Plans, Inc. ",Iowa,74980,448,-46538,"($46,538.07)",294020,307296.15,36359,241,0,-103.8794643,-103.8796205,1.000001504,-111.330692
"Preferred Medical Plan, Inc.",Florida,51398,944021,-97122696,"($97,122,695.74)",239901154.7,213208157.6,8422811,180014.16,0,-102.8819232,-102.8819229,0.999999997,19.16289144
"AmeriHealth HMO, Inc.",New Jersey,77606,258158,-23904728,"($24,464,783.28)",98642745,86780918.26,598360,59441,,-92.59727764,-94.76670597,1.023428641,43.39987814
"Humana Medical Plan of Michigan, Inc.",Michigan,46275,269299,-25129449.51,"($25,129,449.51)",56331427.35,54511335.35,3784271.32,115597.95,240,-93.31430681,-93.31430681,1,-7.723820995
"Affinity Health Plan, Inc.",New York,57165,23258,-2140842.76,"($2,141,766.08)",9893609,9224831,2464842,34648,0,-92.04758621,-92.08728524,1.000431288,-78.71321696
Aetna Health of Utah Inc.,Nevada,65779,12700,-1158344.58,"($1,158,344.59)",1149524.42,1288034.99,326890.36,18979.92,0,-91.20823465,-91.20823543,1.000000009,-38.14022441
Common Ground Healthcare Cooperative,Wisconsin,87416,241900,-21936045,"($21,936,044.54)",117170918,157754750,21120950,800864,,-90.68228607,-90.68228417,0.999999979,-258.394568
HealthSpan,Ohio,92036,47842,-4194646,"($4,194,646.37)",20421502.71,18659412,3263710,0,0,-87.677062,-87.67706973,1.000000088,-31.38705092
"Evergreen Health Cooperative, Inc.",Maryland,72564,4194,-360466,"($360,466.32)",1676715,2251799.65,,,236894,-85.94802098,-85.94809728,1.000000888,-193.6048283
Celtic Insurance Company,Montana,16621,7,-586.8,($586.80),26998.2,4669.235288,0,0,0,-83.82857143,-83.82857143,1,3189.852102
"Humana Medical Plan of Utah, Inc.",Utah,56764,119232,-9861880.07,"($9,861,880.07)",26287988.17,24774017.66,1972517.12,77949.06,1093,-82.71168872,-82.71168872,1,-4.508761658
Peach State Health Plan,Georgia,45495,45349,-3689629.38,"($3,689,629.38)",11153251.36,9247521.498,2230574.24,43471.55,0,-81.36076606,-81.36076606,1,-8.121809257
"New York State Catholic Health Plan, Inc.",New York,25303,482840,-37492161.78,"($37,511,467.39)",139613487,111950287.6,22880640.71,868831,0,-77.64924567,-77.68922912,1.000514924,8.105640978
"Coventry Health Care of Fl., Inc.",Florida,57451,2194518,-160958367.1,"($160,958,367.07)",575051008.7,505332831.5,70629692.99,4207739.73,0,-73.34565818,-73.34565817,1,-2.332747109
Colorado Choice Health Plans,Colorado,63312,63856,-4578461,"($4,578,461.04)",30928038,29458165,3505113,112168,,-71.69977762,-71.69977825,1.000000009,-33.62891506
Medica Health Plans of Wisconsin,Wisconsin,57845,33965,-2323453.55,"($2,323,453.55)",19875079.17,14752671.73,,,,-68.40728839,-68.40728839,1,150.8142924
WINhealth Partners,Wyoming,53189,89500,-6063477,"($6,063,477.37)",58660132,55870252,5735440,62567,,-67.74834637,-67.7483505,1.000000061,-33.61035754
"Louisiana Health Cooperative, Inc.",Louisiana,67202,110861,-7456986,"($7,456,986.26)",55622911.07,56988875.59,6481284.44,2215.05,0,-67.26428591,-67.26428825,1.000000035,-70.80455715
New Mexico Health Connections,New Mexico,93091,72246,-4834622,"($4,834,621.72)",24240961,20102873,3819465,91495,,-66.91888824,-66.91888437,0.999999942,3.14381419
Superior Health Plan,Texas,87226,14103,-933830.98,"($933,830.98)",3562838.985,2962415.366,741716.76,15074.18,0,-66.21505921,-66.21505921,1,-11.08752187
"Coordinated Health Mutual, Inc.",Ohio,16204,19320,-1262070,"($1,262,069.95)",5254135,6902111,,,,-65.32453416,-65.32453157,0.99999996,-85.2989648
"Moda Health Plan, Inc.",Alaska,73836,78624,-4806964,"($4,806,964.11)",43117872,46525522,2726829,23498,,-61.13863451,-61.13863591,1.000000023,-78.32184829
Sunshine State Health Plan,Florida,86382,3460,-198355.63,"($198,355.63)",599864.5301,532646.8603,103665.55,2433.14,0,-57.32821676,-57.32821676,1,-11.23728908
"HMO Colorado, Inc., dba HMO Nevada",Nevada,60156,72009,-4049115,"($4,049,114.37)",24325096.19,18526521.51,3078091.86,200559.382,0,-56.2306795,-56.23067075,0.999999844,34.99456232
"Kaiser Foundation Health Plan, Inc.",Hawaii,60612,185604,-10430372,"($10,430,372.26)",54192683,49630666,7112466,326737,0,-56.19691386,-56.19691526,1.000000025,-15.50174565
"Sendero Health Plans, inc.",Texas,71837,36372,-1995207.16,"($1,992,571.72)",10333092.8,9210273.545,2019682,84720.57,,-54.85558012,-54.78312218,0.998679115,-26.98733408
"Harvard Pilgrim Health Care, Inc.",Maine,96667,1320,-72007,"($72,007.16)",475370,599101.264,96373,6938,1815,-54.55075758,-54.55087879,1.000002222,-173.3767152
Oscar Insurance Corporation,New York,74289,150231,-8073821.58,"($8,073,821.58)",76934797.19,69112720.36,10271537,490974,1953941,-53.74271342,-53.74271342,1,-32.57899615
Magnolia Health Plan,Mississippi,94237,126016,-6560626.86,"($6,560,626.86)",49789859.08,31828143.15,6277954.77,120922.52,0,-52.06185611,-52.06185611,1,91.75690896
"Gundersen Health Plan, Inc.",Iowa,27651,382,-19844,"($19,844.29)",420587,431160,33718,2707,,-51.94764398,-51.94840314,1.000014614,-123.0314136
Health Choice Insurance Co.,Arizona,70239,4697,-243631.04,"($243,631.04)",3506445.467,3639322.68,1230310.32,31766.74,,-51.86949968,-51.86949968,1,-296.9883485
Coordinated Care Corporation Indiana,Indiana,35065,6286,-323051.82,"($323,051.82)",2374785.364,1946143.986,483552.41,9918.34,0,-51.39227171,-51.39227171,1,-10.31329494
"Humana Health Plan of Ohio, Inc.",Ohio,66083,127142,-6379256.85,"($6,379,256.85)",50157863.94,47386987.32,4748464.77,192922.39,3145,-50.17426853,-50.17426853,1,-17.09628242
"Health Net of California, Inc",California,67138,2002237,-100186994,"($100,186,993.89)",601287629,476139478,45147343,3620752,,-50.03753002,-50.03752997,0.999999999,38.14736018
Neighborhood Health Plan of Rhode Island,Rhode Island,77514,11408,-570729.75,"($570,729.75)",2776472.357,1975782.139,476856.46,11077.08,,-50.02890515,-50.02890515,1,27.41555733
"Coventry Health Care of Kansas, Inc.",Kansas,65598,124536,-5910292.02,"($5,910,292.03)",39834156.39,37457719.59,4973488.91,303352.38,0,-47.45850212,-47.4585022,1.000000002,-23.28968724
"Health Net of Arizona, Inc",Arizona,91450,567847,-26088803,"($26,088,803.10)",166974393,170970269,20641385,1693027,,-45.94336679,-45.94336696,1.000000004,-46.36863099
"Kaiser Foundation Health Plan of Mid-Atlantic States, Inc.",Virginia,95185,250366,-11219948,"($11,219,947.68)",84284959,78063723,11607292,845083,0,-44.81418403,-44.81418276,0.999999971,-24.88811979
Keystone Health Plan East,Pennsylvania,33871,1365965,-61020486,"($61,020,486.20)",455352488,419745377.2,7172202,500445,,-44.67207139,-44.67207154,1.000000003,20.45035107
"Humana Health Plan of Texas, Inc. ",Texas,32673,870873,-38610710.6,"($38,610,710.60)",315544213.5,305803472.2,35455789.88,1678318.98,11140940,-44.33563861,-44.33563861,1,-44.24790705
Innovation Health Insurance Company,Virginia,12028,250797,-10851778.45,"($10,851,778.45)",76191224.96,65164565.2,12578670.44,412361.74,59.05,-43.26917168,-43.26917168,1,-7.832755057
Medica Insurance Company,Minnesota,31616,271330,-11637872.8,"($11,637,872.80)",58737633.19,48327689.36,,,,-42.89195002,-42.89195002,1,38.36635768
"Coventry Health Care of Delaware, Inc.",Delaware,81914,10111,-427183.66,"($427,183.66)",3808716.46,2716606.48,503350.61,34063,0,-42.24939769,-42.24939769,1,54.86068341
Time Insurance Company,Alaska,38596,21876,-922848,"($922,848.49)",7669817,6996763,466841,25472,-13972,-42.18540867,-42.18543107,1.000000531,8.900758822
"ConnectiCare, Insurance Company Inc",Connecticut,94815,263102,-10949000,"($10,948,959.34)",95931000,81056000,13490799,1290580,,-41.61503903,-41.61488449,0.999996286,0.355835379
Medica Health Plans,North Dakota,73751,19468,-807481.69,"($807,481.69)",6350760.782,5644879.94,,,,-41.47738288,-41.47738288,1,36.2585187
Kaiser Foundation Health Plan of Colorado,Colorado,21032,819397,-33664831,"($33,664,830.89)",257699268,219954806,27149459,1096034,0,-41.08488437,-41.08488424,0.999999997,11.59263336
Coventry Health & Life Insurance Company,Illinois,35670,64001,-2604833.07,"($2,604,833.08)",16638830.31,13080518.26,2469676.33,149554.36,0,-40.69988078,-40.69988094,1.000000004,14.67291699
"Humana Medical Plan, Inc. ",Florida,35783,1990616,-80860989.32,"($80,860,989.32)",682245553.2,646221477.6,51250994.36,2562370.1,3658,-40.62108881,-40.62108881,1,-8.938412461
"Healthfirst PHSP, Inc.",New York,91237,66274,-2649558,"($2,649,557.85)",30752558,29002425,7263211,-198288,,-39.9788454,-39.97884314,0.999999943,-80.1941938
Blue Care Network,Michigan,98185,1191387,-47134095.64,"($47,134,095.64)",362965018.4,341579271,38896945,2813333,0,-39.56237196,-39.56237196,1,-17.05955378
"QCA Health Plan, Inc.",Arkansas,70525,157507,-5950323.41,"($5,943,287.09)",45684812.64,46343131.76,4981949.48,123772.4457,0,-37.77815215,-37.73347908,0.998817489,-36.59545954
Coventry Health & Life Insurance Company,Ohio,98894,62177,-2282003.25,"($2,282,003.25)",23879978.01,20047835.17,2987390.81,158778.44,0,-36.70172652,-36.70172652,1,11.03259389
"HMO Louisiana, Inc.",Louisiana,19636,337975,-12245987,"($12,245,987.34)",125929486,107922906,24895647,2396051,,-36.23341076,-36.23341176,1.000000028,-27.47279533
BridgeSpan Health Company,Utah,34541,27049,-938474,"($938,474.23)",9231395,11549848,1482007,10162,,-34.6953307,-34.6953392,1.000000245,-140.8784798
Aetna Health of Utah Inc.,Idaho,61175,721,-24771.68,"($24,771.68)",142903.66,195892.95,17880.04,1268.13,0,-34.35739251,-34.35739251,1,-100.0519556
AmeriHealth Insurance Company of New Jersey,New Jersey,91762,796319,-25466472,"($27,270,588.68)",374640738,281115769.3,1504567,125776,,-31.98023908,-34.24580938,1.07084282,115.399263
"HealthPlus of Michigan, Inc.",Michigan,13667,25005,-855253,"($855,252.76)",7237242,7981593,975046,70161,,-34.20327934,-34.20326975,0.999999719,-71.5680064
Freelancers Health Service Corporation,New York,71644,827785,-28181608.63,"($28,222,332.50)",392633838.4,380720596.2,53735310.85,3077489.785,44860893,-34.0445993,-34.09379549,1.001445051,-108.4344986
"Kaiser Foundation Health Plan of Mid-Atlantic States, Inc.",District of Columbia,94506,22353,-751506,"($751,505.85)",8329385,8736406,1789038,133325,0,-33.61991679,-33.61991008,0.9999998,-104.20901
LifeWise Health Plan of Washington,Washington,38498,974829,-32176872,"($32,176,872.96)",324123443.1,231934471,22615992,1914585,,-33.00770904,-33.00771003,1.00000003,69.40539838
Celtic Insurance Company,Oklahoma,62505,240,-7794.93,"($7,794.93)",94240.07,25942.78674,1937,376,0,-32.478875,-32.478875,1,274.9345136
"Coventry Health Care of Kansas, Inc.",Oklahoma,76668,33807,-1090288.8,"($1,090,288.81)",9633512.9,8788108.8,860739.96,68214.96,0,-32.25038601,-32.25038631,1.000000009,-2.471405922
"Wellmark Health Plan of Iowa, Inc.",Iowa,25896,81794,-2547980,"($2,547,979.51)",12538140,11937232,2275047,376243,,-31.15118468,-31.15117869,0.999999808,-25.06763332
United Healthcare Life Insurance Company,South Carolina,39481,25194,-774807.83,"($774,807.83)",10256835.91,9333526.57,1041764.68,212088.12,0.11,-30.75366476,-30.75366476,1,-13.11993213
"Colorado Health Insurance Cooperative, Inc.",Colorado,20472,144312,-4393875.95,"($4,393,875.95)",75699515.7,67902479.91,11591911,,,-30.4470588,-30.4470588,1,-26.2963247
"Coventry Health Care of the Carolinas, Inc.",North Carolina,56346,744212,-22133565.2,"($22,133,565.21)",215294776.7,189674366.9,26536518.39,1661902.22,0,-29.74094102,-29.74094104,1,-3.464081216
Aetna Health of Utah Inc.,Wyoming,79022,1683,-50038.72,"($50,038.73)",357271.28,114751.87,32470.99,2463.48,0,-29.73185977,-29.73186572,1.0000002,123.3422103
"Coventry Health Care of Illinois, Inc.",Illinois,96601,111531,-3262695.3,"($3,262,695.30)",39670521.22,34897693.24,3716262.17,191894.25,0,-29.25370794,-29.25370794,1,7.752746411
"Physicians Health Plan of Northern Indiana, Inc.",Indiana,50816,140344,-4011883,"($4,011,882.59)",53199342,47020160,11598690,895346,,-28.58606709,-28.58606417,0.999999898,-44.99553953
Celtic Insurance Company,Nevada,68307,302,-8625.15,"($8,625.15)",191695.85,238991.539,9600,1862,0,-28.56009934,-28.56009934,1,-194.5618841
Coventry Health & Life Insurance Company,Mississippi,83808,4736,-132911.29,"($132,911.30)",633915.71,1076537.61,327885.99,17255.76,0,-28.06403927,-28.06404139,1.000000075,-166.3352302
Blue Cross of California,California,27603,6902480,-181649910,"($181,692,588.01)",2686767897,2027689771,279322977.8,19324863.52,0,-26.31661519,-26.32279818,1.000234946,52.21750511
"Moda Health Plan, Inc.",Oregon,39424,1185822,-31157398,"($31,157,398.15)",540922800,470752445,46556351,764024,,-26.27493671,-26.27493684,1.000000005,19.26931698
United Healthcare Life Insurance Company,Michigan,45002,28706,-743360.22,"($743,360.22)",8938514.74,10001658.77,1071923.21,190720.17,50441.8,-25.89563924,-25.89563924,1,-82.77813732
Paramount Insurance Company,Ohio,74313,15159,-389493.94,"($389,493.94)",7132526.11,6711129,,,,-25.69390725,-25.69390725,1,27.79847681
"Coventry Health Care of West Virginia, Inc.",West Virginia,33577,4211,-107392.54,"($107,392.55)",358489.49,973399.31,124760.79,8209.82,0,-25.50285918,-25.50286155,1.000000093,-177.6016219
"Coventry Healthcare of Iowa, Inc",Iowa,18973,363736,-9236606.28,"($9,236,606.28)",102730494.3,115208838,12157329.77,745106.72,0,-25.39370939,-25.39370939,1,-69.77802634
Celtic Insurance Company,Arkansas,62141,343956,-8621410.48,"($8,621,410.48)",122437353.7,125826699.3,19137706.72,0,0,-25.06544581,-25.06544581,1,-65.49399435
"HealthAmerica Pennsylvania, Inc.",Pennsylvania,91303,50625,-1253464.21,"($1,253,464.22)",16654115.02,12172534.64,2137545.15,130426.4,0,-24.75978686,-24.75978706,1.000000008,43.72560652
"CareFirst BlueChoice, Inc.",Virginia,10207,258022,-6283212.33,"($6,283,212.33)",79216780.9,70625508.48,7924219.75,362231.9218,0,-24.35145968,-24.35145968,1,1.181375031
"HealthyCT, Inc.",Connecticut,91069,23491,-569432,"($569,431.67)",14911031.18,12903482.29,2661024,88585,,-24.24043251,-24.24041846,0.99999942,-31.58912392
Arches Mutual Insurance Company,Utah,27619,149879,-3623028.92,"($3,623,028.92)",56476905.56,56233518.96,6224648.43,,,-24.17302571,-24.17302571,1,-39.90727073
"Kaiser Foundation Health Plan of Mid-Atlantic States, Inc.",Maryland,90296,92214,-2210326,"($2,210,325.79)",32685062,29825663,4599253,332010,0,-23.9695274,-23.96952513,0.999999905,-22.46799835
Coventry Health & Life Insurance Company,Nevada,49021,43511,-1015221.05,"($1,015,221.06)",5407112.36,5081278.55,739640.31,42799.39,0,-23.33251477,-23.332515,1.00000001,-10.49403346
John Alden Life Insurance Company,North Carolina,59977,5325,-115565,"($115,565.12)",1519725,870690,104868,9995,-62,-21.70234742,-21.70236995,1.000001038,100.3256338
Buckeye Community Health Plan,Ohio,41047,7133,-154350.05,"($154,350.05)",2496991.78,2129377.596,328465.52,7112.41,0,-21.63886864,-21.63886864,1,4.491273517
"Anthem Insurance Companies, Inc.",Indiana,17575,1656793,-35299048,"($35,299,047.70)",619068691.7,473768725.8,67852008.45,6535261.123,0,-21.30564772,-21.30564754,0.999999992,42.80118055
County of Santa Clara,California,84014,15120,-318460,"($318,460.38)",7110437,6495642,291726,,,-21.06216931,-21.06219444,1.000001193,21.36699735
Nevada Health CO-OP,Nevada,34996,157901,-3289885.24,"($3,289,885.24)",67129889.61,62806959.22,11648028.62,375281.64,,-20.83511339,-20.83511339,1,-48.76713808
"ConnectiCare Benefits, Inc.",Connecticut,76962,302364,-6289000,"($6,289,036.98)",161686000,127959000,17909000,147500,,-20.7994338,-20.7995561,1.00000588,51.82660634
HealthPartners Insurance Company,Minnesota,85654,253562,-5217000,"($5,217,351.16)",55951000,53127000,5420000,628000,,-20.57484954,-20.57623445,1.000067311,-12.71483897
"ConnectiCare, Inc",Connecticut,75091,6108,-115000,"($115,248.13)",2682000,2504000,277902,16304,,-18.82776686,-18.86839064,1.002157652,-19.02521284
Aetna Health Inc. (a LA corp.),Louisiana,81941,149620,-2764603.69,"($2,764,603.70)",25364080.83,25513962.18,4810299.08,291569.69,0,-18.47750094,-18.477501,1.000000004,-35.10058896
Humana Insurance Company,Oklahoma,23468,6085,-107296.38,"($107,296.38)",1603071.31,1743140.996,63052.61,5726.02,43,-17.63293016,-17.63293016,1,-34.32889334
Highmark Inc.,Pennsylvania,33709,2556433,-44238595,"($44,238,595.47)",830925570.1,808307387,173119998,18101622,0,-17.304813,-17.30481318,1.000000011,-65.95261323
Health Tradition Health Plan,Wisconsin,47342,37196,-626288,"($626,288.42)",20960818,20523312,3936214,,,-16.83750941,-16.8375207,1.000000671,-94.06140445
Coventry Health & Life Insurance Company,Kansas,61430,604296,-10156545.5,"($10,156,545.50)",151008457.8,136996020.5,16441620.45,1041222.94,0,-16.80723602,-16.80723602,1,-5.74289105
"Health First Insurance, Inc.",Florida,77150,44014,-723613.84,"($723,613.84)",18205469.84,16609133.14,2709436.59,216406.0312,0,-16.44053801,-16.44053801,1,-30.20643253
"Security Health Plan of Wisconsin, Inc.",Wisconsin,38166,291458,-4769093,"($4,769,092.74)",172702018,159303095,19428063,440763,,-16.36288247,-16.36288158,0.999999945,-22.19840595
Compcare Health Services Insurance Corporation,Wisconsin,79475,367520,-5890043,"($5,890,042.47)",149012887.8,127342878.3,15204185.11,1281634.776,0,-16.0264557,-16.02645426,0.99999991,14.10587074
"Health Plan of Nevada, Inc.",Nevada,95865,189134,-3030918.47,"($3,030,918.47)",65690365.78,54264833.96,9347619.88,1360988.97,0,-16.02524385,-16.02524385,1,3.790555744
Coventry Health & Life Insurance Company,South Dakota,66837,21300,-331736.57,"($331,736.57)",3161102.03,5499257.76,352360.58,23139.21,0,-15.57448685,-15.57448685,1,-127.4016676
HealthPlus Insurance Company,Michigan,59830,244364,-3647378,"($3,647,377.54)",60531463,59101063,7529872,412309,,-14.92600383,-14.92600195,0.999999874,-26.64787366
Humana Insurance Company,Missouri,30613,36575,-545487.55,"($545,487.55)",10356020.97,9764057.32,1027159.72,70963.28,190,-14.91421873,-14.91421873,1,-13.84413807
Humana Insurance Company,Alabama,44580,71319,-983926.61,"($983,926.61)",22211636.94,20499199.8,1636860.51,84643.33,862,-13.79613581,-13.79613581,1,-0.139215356
"Matthew Thornton Health Plan, Inc.",New Hampshire,96751,389176,-5300322,"($5,300,321.87)",154533968.3,110413843.2,17883952.83,1221632.693,0,-13.61934446,-13.61934413,0.999999975,64.27564798
Kentucky Health Cooperative,Kentucky,77894,586561,-7829059.51,"($7,829,059.51)",299397506.6,293489348,40142439,164345,0,-13.34739185,-13.34739185,1,-58.64458326
Consumers' Choice Health Insurance Company,South Carolina,65122,463294,-6160779,"($6,160,779.32)",206472865.7,190598293.5,37317393,0,0,-13.2977742,-13.29777489,1.000000052,-46.28339845
"HealthKeepers, Inc.",Virginia,88380,891623,-11644623,"($11,644,622.19)",338389249.1,297778427.2,43410225.3,2847585.67,0,-13.06002986,-13.06002895,0.99999993,-6.333382012
Sanford Health Plan,South Dakota,31195,62624,-802074.46,"($802,074.46)",21520343.12,21757491.62,2525304,135378,,-12.80778072,-12.80778072,1,-46.27348141
Coventry Health & Life Insurance Company,Missouri,44240,1281780,-15447831.9,"($16,394,921.63)",434342907.5,390260376.3,48628647.77,2976499.88,0,-12.05185906,-12.79074539,1.06130891,-5.868882687
"Coventry Health Care of the Carolinas, Inc.",South Carolina,41614,306629,-3828066.52,"($3,828,066.52)",107513913.6,96820132.31,13113189.53,827288.39,0,-12.48435901,-12.48435901,1,-10.58835475
Humana Insurance Company,North Carolina,32237,37196,-458922.56,"($458,922.56)",7047147.5,5361900.222,469709.24,39856.89,241,-12.33795462,-12.33795462,1,31.60125142
"CareFirst BlueChoice, Inc.",Maryland,28137,1045638,-12598519.03,"($12,598,519.03)",303747088,273475415,28053999.29,2032753.215,0,-12.04864306,-12.04864306,1,0.17684944
"CareFirst BlueChoice, Inc.",District of Columbia,86052,85443,-1007058.65,"($1,007,058.65)",23537612.58,22846546.22,4928566.47,570845.5896,0,-11.78632129,-11.78632129,1,-56.27547838
Health Insurance Plan of Greater New York,New York,88582,328572,-3967655.98,"($3,859,201.90)",146103602,122147053.1,29895576.77,1559326.894,4756109.71,-12.07545372,-11.74537666,0.972665453,-37.29613136
Aetna Health of Utah Inc.,Utah,38927,142404,-1640855.99,"($1,640,855.99)",31571567.55,26503726.2,3066486.97,206193.85,0,-11.52254143,-11.52254143,1,12.60611029
Time Insurance Company,North Dakota,55105,35604,-409032,"($409,032.49)",10430128,7578242,759889,51835,0,-11.48837209,-11.48838586,1.000001198,57.30148298
"Humana Health Plan, Inc.",Arizona,23307,32208,-351373.9,"($351,373.90)",14164618.77,14286146.19,977474.91,41351.45,165,-10.90952248,-10.90952248,1,-35.41104011
CoOportunity Health,Nebraska,43198,319601,-3258008.03,"($3,258,008.03)",189854699,196290044.8,23361613,1934385.53,,-10.19398572,-10.19398572,1,-99.28424608
"Presbyterian Health Plan, Inc.",New Mexico,57173,239794,-2442725,"($2,442,724.87)",71906836,56088935.8,7172207,913500,0,-10.18676447,-10.18676393,0.999999947,32.24514875
Aetna Life Insurance Company,Delaware,29497,37213,-357373.55,"($357,373.55)",7640460.59,5261689.08,901590.27,80106.7,636.28,-9.603459812,-9.603459812,1,37.52554914
"Health Care Service Corporation, a Mutual Legal Reserve Company",Montana,30751,450309,-4280629.18,"($4,280,629.18)",202184574.7,181347286.3,23570394,1809612,,-9.505981848,-9.505981848,1,-10.08800091
"Total Health Care USA, Inc.",Michigan,67183,118609,-1099668,"($1,099,668.46)",34565141.65,26440698,4988288,27145,,-9.271370638,-9.271374516,1.000000418,26.21226593
"Avera Health Plans, Inc. ",South Dakota,60536,109609,-1014430.34,"($1,014,430.34)",56751473.42,57305594.51,8895820,58874,0,-9.254991287,-9.254991287,1,-86.75213796
CareSource,Ohio,77552,250740,-2165056,"($2,165,055.80)",83769502,70915065.26,15424144,1092188,,-8.63466539,-8.634664593,0.999999908,-14.60435216
"Group Health Options, Inc",Washington,25768,166734,-1364791,"($1,364,790.90)",60929187,43701177,3119582,421317,,-8.185439083,-8.185438483,0.999999927,82.08950184
Premera Blue Cross,Washington,49831,894365,-7124602,"($7,124,602.23)",390292539.8,303743793,38489896,3744838,,-7.966101088,-7.966101346,1.000000032,49.54801764
Celtic Insurance Company,Pennsylvania,10842,776,-6140.62,"($6,140.62)",197639.38,315843.4295,19988,3877,0,-7.913170103,-7.913170103,1,-183.078672
Aetna Life Insurance Company,Nevada,27990,54879,-401883.36,"($401,883.36)",13821164.93,10124188.23,1349982.67,159321.66,352.04,-7.32308096,-7.32308096,1,39.85714627
"Coventry Health Care of Georgia, Inc.",Georgia,47783,495746,-3608858.9,"($3,608,858.91)",82050877.26,67802115.7,11068852.18,705894.54,0,-7.279653088,-7.279653109,1.000000003,4.990488758
Time Insurance Company,Iowa,68184,47208,-338678,"($338,678.10)",15248232,13766098,1022485,89041,0,-7.174165396,-7.174167514,1.000000295,7.850533808
"Blue Cross of Idaho Health Service, Inc.",Idaho,61589,1042265,-7228265.36,"($7,228,265.36)",292556488.8,301202622.5,30229821.09,2037863.985,,-6.935151195,-6.935151195,1,-39.25471811
Coventry Health & Life Insurance Company,Oklahoma,53524,52740,-322539.28,"($322,539.29)",10548871.63,8321225.91,1287661.14,87094.52,0,-6.115648085,-6.115648275,1.000000031,16.17159765
Aetna Health Inc. (a Pennsylvania corporation),Pennsylvania,64844,187327,-1144736.65,"($1,144,736.65)",60927024.32,51999516.87,12674665.55,885371.28,1139.8,-6.110900457,-6.110900457,1,-24.73572512
Cigna Health and Life Insurance Company,Connecticut,87354,7558,-45977,"($45,977.45)",4421714,4941316,514792,-10583,64359,-6.083223075,-6.083282614,1.000009788,-143.9759196
John Alden Life Insurance Company,Minnesota,56971,7946,-46632,"($46,632.10)",1834669,1793096,62511,9108,0,-5.868613139,-5.868625724,1.000002144,-3.781273597
Time Insurance Company,West Virginia,35992,10232,-57845,"($57,844.83)",3200145,1941942,150702,19259,0,-5.653342455,-5.653325841,0.999997061,106.356724
"Horizon Healthcare Services, Inc.",New Jersey,91661,1725900,-9536368,"($9,536,368.03)",731275799,554523604,74274084,5042839,,-5.525446434,-5.525446451,1.000000003,56.45476099
