,HIOS_ID,COMPANY_NAME,STATE,IND_MEMBER_MONTHS,SG_MEMBER_MONTHS,REINSURANCE,IND_RISK_ADJ,SG_RISK_ADJ
49,89951,"Humana Health Plan, Inc.",Nebraska,,,,,
50,89951,"Humana Health Plan, Inc.",Nebraska,,,,,
51,89951,"Humana Health Plan, Inc.",Nebraska,,,,,
52,93696,"Humana Health Plan, Inc.",Nevada,,9179,,,-76054.9
53,93696,"Humana Health Plan, Inc.",Nevada,,9179,,,-76054.9
54,93696,"Humana Health Plan, Inc.",Nevada,,9179,,,-76045.62
55,60409,"Humana Health Plan, Inc.",New Mexico,,,,,
56,60409,"Humana Health Plan, Inc.",New Mexico,,,,,
57,60409,"Humana Health Plan, Inc.",New Mexico,,,,,
58,,"Humana Health Plan of Ohio, Inc.",Grand Total,127142,337804,8894210.030000001,-6379256.85,683165.75
59,61253,"Humana Health Plan of Ohio, Inc.",Kentucky,,,,,
60,66083,"Humana Health Plan of Ohio, Inc.",Ohio,127142,337804,8894210.030000001,-6379256.85,683165.75
61,,"Humana Health Plans of Puerto Rico, Inc.",Grand Total,3268,3118,,,
62,42497,"Humana Health Plans of Puerto Rico, Inc.",Puerto Rico,3268,3118,,,
63,93165,"Humana Health Plan, Inc.",South Carolina,,,,,
64,93165,"Humana Health Plan, Inc.",South Carolina,,,,,
65,93165,"Humana Health Plan, Inc.",South Carolina,,,,,
66,93222,"Humana Health Plan, Inc.",Tennessee,,128553,,,-251013.94
67,93222,"Humana Health Plan, Inc.",Tennessee,,128553,,,-251013.94
68,93222,"Humana Health Plan, Inc.",Tennessee,,128553,,,-251013.94
69,,"Humana Health Plan of Texas, Inc. ",Grand Total,870873,1528757,53329111.45,-38610710.6,-1682294.43
70,,"Humana Health Plan of Texas, Inc. ",Grand Total,870873,1528757,53329111.45,-38610710.6,-1676973.3499999999
71,32673,"Humana Health Plan of Texas, Inc. ",Texas,870873,1528757,53329111.45,-38610710.6,-1682294.43
72,32673,"Humana Health Plan of Texas, Inc. ",Texas,870873,1528757,53329111.45,-38610710.6,-1676973.3499999999
73,74100,"Humana Health Plan, Inc.",Virginia,,,,,
74,74100,"Humana Health Plan, Inc.",Virginia,,,,,
75,74100,"Humana Health Plan, Inc.",Virginia,,,,,
76,42074,"Humana Health Plan, Inc.",Washington,,,,,
77,42074,"Humana Health Plan, Inc.",Washington,,,,,
78,42074,"Humana Health Plan, Inc.",Washington,,,,,
79,44580,Humana Insurance Company,Alabama,71319,21,3343273.21,-983926.61,
80,44580,Humana Insurance Company,Alabama,71319,21,3343273.21,-983926.61,
81,44580,Humana Insurance Company,Alabama,71319,21,3343273.21,-983926.61,
82,36608,Humana Insurance Company,Alaska,,,,,
83,36608,Humana Insurance Company,Alaska,,,,,
84,36608,Humana Insurance Company,Alaska,,,,,
85,66105,Humana Insurance Company,Arizona,180110,70211,1328793.1,1164384.91,27209.69
86,66105,Humana Insurance Company,Arizona,180110,70211,1328793.1,1164384.91,27209.69
87,66105,Humana Insurance Company,Arizona,180110,70211,1328793.1,1164384.91,28372.969999999998
88,99685,Humana Insurance Company,Arkansas,13384,2722,4723.940000000002,68170.5,27385.89
89,99685,Humana Insurance Company,Arkansas,13384,2722,4723.940000000002,68170.5,27385.89
90,99685,Humana Insurance Company,Arkansas,13384,2722,4723.940000000002,68170.5,27385.89
91,68744,Humana Insurance Company,California,,1079,,,8197.35
92,68744,Humana Insurance Company,California,,1079,,,8197.35
93,68744,Humana Insurance Company,California,,1079,,,8229.75
94,79509,Humana Insurance Company,Colorado,195438,11126,1268061.7300000002,1264744.68,139778.65
95,79509,Humana Insurance Company,Colorado,195438,11126,1268061.7300000002,1264744.68,139778.65
96,79509,Humana Insurance Company,Colorado,195438,11126,1268061.7300000002,1264744.68,139778.65
97,83581,Humana Insurance Company,Connecticut,,,,,
98,83581,Humana Insurance Company,Connecticut,,,,,
99,83581,Humana Insurance Company,Connecticut,,,,,
100,88426,Humana Insurance Company,Delaware,,,,,
101,88426,Humana Insurance Company,Delaware,,,,,
102,88426,Humana Insurance Company,Delaware,,,,,
103,42553,Humana Insurance Company,District of Columbia,,,,,
104,42553,Humana Insurance Company,District of Columbia,,,,,
105,42553,Humana Insurance Company,District of Columbia,,,,,
106,15980,Humana Insurance Company,Florida,340137,,525858.0,427146.34,
107,15980,Humana Insurance Company,Florida,340137,,525858.0,427146.34,
108,15980,Humana Insurance Company,Florida,340137,,525858.0,427146.34,
109,37001,Humana Insurance Company,Georgia,28543,8348,1866817.18,2184957.04,721767.42
110,37001,Humana Insurance Company,Georgia,28543,8348,1866817.18,2184957.04,721767.42
111,37001,Humana Insurance Company,Georgia,28543,8348,1866817.18,2184957.04,721767.42
112,,Humana Insurance Company,Grand Total,4022275,2419171,102852636.1,40856769.57,3528973.6
113,,Humana Insurance Company,Grand Total,4022275,2419171,102852636.1,40856769.57,3492212.829999999
114,,Humana Insurance Company,Grand Total,4022275,2419171,102852636.1,40856769.57,3536941.89
115,31358,Humana Insurance Company,Hawaii,,,,,
116,31358,Humana Insurance Company,Hawaii,,,,,
117,31358,Humana Insurance Company,Hawaii,,,,,
118,41809,Humana Insurance Company,Idaho,,,,,
119,41809,Humana Insurance Company,Idaho,,,,,
120,41809,Humana Insurance Company,Idaho,,,,,
121,68303,Humana Insurance Company,Illinois,337863,590776,8206407.610000001,8268175.79,4255065.52
122,68303,Humana Insurance Company,Illinois,337863,590776,8206407.610000001,8268175.79,4255065.52
123,68303,Humana Insurance Company,Illinois,337863,590776,8206407.610000001,8268175.79,4255065.52
124,99791,Humana Insurance Company,Indiana,117992,143300,15014843.869999997,12712802.22,65025.49
125,99791,Humana Insurance Company,Indiana,117992,143300,15014843.869999997,12712802.22,28264.72
126,99791,Humana Insurance Company,Indiana,117992,143300,15014843.869999997,12712802.22,65025.49
127,51965,Humana Insurance Company,Iowa,,,,,
128,51965,Humana Insurance Company,Iowa,,,,,
129,51965,Humana Insurance Company,Iowa,,,,,
130,19968,Humana Insurance Company,Kansas,65146,183283,385045.35,97760.97,-291686.41
131,19968,Humana Insurance Company,Kansas,65146,183283,385045.35,97760.97,-291686.41
132,19968,Humana Insurance Company,Kansas,65146,183283,385045.35,97760.97,-291686.41
133,49372,Humana Insurance Company,Kentucky,,,,,
134,49372,Humana Insurance Company,Kentucky,,,,,
135,49372,Humana Insurance Company,Kentucky,,,,,
136,,"Humana Insurance Company of Kentucky, Inc. ",Grand Total,23,12,,,
137,21220,"Humana Insurance Company of Kentucky, Inc. ",Kentucky,23,12,,,
138,29797,Humana Insurance Company,Louisiana,,,,,
139,29797,Humana Insurance Company,Louisiana,,,,,
140,29797,Humana Insurance Company,Louisiana,,,,,
141,84041,Humana Insurance Company,Maine,,,,,
142,84041,Humana Insurance Company,Maine,,,,,
143,84041,Humana Insurance Company,Maine,,,,,
144,86746,Humana Insurance Company,Maryland,,,,,
145,86746,Humana Insurance Company,Maryland,,,,,
146,86746,Humana Insurance Company,Maryland,,,,,
147,31096,Humana Insurance Company,Massachusetts,,,,,
148,31096,Humana Insurance Company,Massachusetts,,,,,
149,31096,Humana Insurance Company,Massachusetts,,,,,
150,62294,Humana Insurance Company,Michigan,101756,81670,698246.1100000001,884115.01,-107913.09
151,62294,Humana Insurance Company,Michigan,101756,81670,698246.1100000001,884115.01,-107913.09
152,62294,Humana Insurance Company,Michigan,101756,81670,698246.1100000001,884115.01,-107851.0
153,72322,Humana Insurance Company,Minnesota,55,,,,
154,72322,Humana Insurance Company,Minnesota,55,,,,
155,72322,Humana Insurance Company,Minnesota,55,,,,
156,48963,Humana Insurance Company,Mississippi,390056,37314,24487153.980000004,1064234.77,-492484.94
157,48963,Humana Insurance Company,Mississippi,390056,37314,24487153.980000004,1064234.77,-492484.94
158,48963,Humana Insurance Company,Mississippi,390056,37314,24487153.980000004,1064234.77,-492484.94
159,30613,Humana Insurance Company,Missouri,36575,163714,2155537.3199999994,-545487.55,1697620.38
160,30613,Humana Insurance Company,Missouri,36575,163714,2155537.3199999994,-545487.55,1697620.38
161,30613,Humana Insurance Company,Missouri,36575,163714,2155537.3199999994,-545487.55,1697620.38
162,64159,Humana Insurance Company,Montana,,,,,
163,64159,Humana Insurance Company,Montana,,,,,
164,64159,Humana Insurance Company,Montana,,,,,
165,81966,Humana Insurance Company,Nebraska,6,12,,,9531.18
166,81966,Humana Insurance Company,Nebraska,6,12,,,9531.18
167,81966,Humana Insurance Company,Nebraska,6,12,,,9531.18
168,20895,Humana Insurance Company,Nevada,30780,51544,2142999.48,1873080.72,-358637.74
169,20895,Humana Insurance Company,Nevada,30780,51544,2142999.48,1873080.72,-358637.74
170,20895,Humana Insurance Company,Nevada,30780,51544,2142999.48,1873080.72,-358567.41
171,90624,Humana Insurance Company,New Hampshire,,,,,
172,90624,Humana Insurance Company,New Hampshire,,,,,
173,90624,Humana Insurance Company,New Hampshire,,,,,
174,78462,Humana Insurance Company,New Jersey,,,,,
175,78462,Humana Insurance Company,New Jersey,,,,,
176,78462,Humana Insurance Company,New Jersey,,,,,
177,33995,Humana Insurance Company,New Mexico,,,,,
178,33995,Humana Insurance Company,New Mexico,,,,,
179,33995,Humana Insurance Company,New Mexico,,,,,
180,32237,Humana Insurance Company,North Carolina,37196,623,86672.40999999999,-458922.56,-9900.45
181,32237,Humana Insurance Company,North Carolina,37196,623,86672.40999999999,-458922.56,-9900.45
182,32237,Humana Insurance Company,North Carolina,37196,623,86672.40999999999,-458922.56,-9900.45
183,33719,Humana Insurance Company,North Dakota,,,,,
184,33719,Humana Insurance Company,North Dakota,,,,,
185,33719,Humana Insurance Company,North Dakota,,,,,
186,97596,Humana Insurance Company,Ohio,45174,6861,1360718.31,976968.6,-210554.64
187,97596,Humana Insurance Company,Ohio,45174,6861,1360718.31,976968.6,-210554.64
188,97596,Humana Insurance Company,Ohio,45174,6861,1360718.31,976968.6,-210554.64
189,23468,Humana Insurance Company,Oklahoma,6085,945,48913.41999999999,-107296.38,-81323.21
190,23468,Humana Insurance Company,Oklahoma,6085,945,48913.41999999999,-107296.38,-81323.21
191,23468,Humana Insurance Company,Oklahoma,6085,945,48913.41999999999,-107296.38,-81323.21
192,45081,Humana Insurance Company,Oregon,,,,,
193,45081,Humana Insurance Company,Oregon,,,,,
194,45081,Humana Insurance Company,Oregon,,,,,
195,67499,Humana Insurance Company,Pennsylvania,,,,,
196,67499,Humana Insurance Company,Pennsylvania,,,,,
197,67499,Humana Insurance Company,Pennsylvania,,,,,
198,14730,Humana Insurance Company,Rhode Island,,,,,
199,14730,Humana Insurance Company,Rhode Island,,,,,
200,14730,Humana Insurance Company,Rhode Island,,,,,
201,17808,Humana Insurance Company,South Carolina,14566,109,2760.1500000000015,24910.64,-3229.79
202,17808,Humana Insurance Company,South Carolina,14566,109,2760.1500000000015,24910.64,-3229.79
203,17808,Humana Insurance Company,South Carolina,14566,109,2760.1500000000015,24910.64,-3229.79
204,93593,Humana Insurance Company,South Dakota,,,,,
205,93593,Humana Insurance Company,South Dakota,,,,,
206,93593,Humana Insurance Company,South Dakota,,,,,
207,82120,Humana Insurance Company,Tennessee,297853,257648,7489285.2700000005,275162.36,-1959826.68
208,82120,Humana Insurance Company,Tennessee,297853,257648,7489285.2700000005,275162.36,-1959826.68
209,82120,Humana Insurance Company,Tennessee,297853,257648,7489285.2700000005,275162.36,-1959826.68
210,63141,Humana Insurance Company,Texas,1152876,409270,21797558.589999992,5252230.85,-1055927.97
211,63141,Humana Insurance Company,Texas,1152876,409270,21797558.589999992,5252230.85,-1055927.97
212,63141,Humana Insurance Company,Texas,1152876,409270,21797558.589999992,5252230.85,-1054938.24
213,46958,Humana Insurance Company,Utah,418934,89646,4158821.9399999995,2574546.01,-1107146.32
214,46958,Humana Insurance Company,Utah,418934,89646,4158821.9399999995,2574546.01,-1107146.32
215,46958,Humana Insurance Company,Utah,418934,89646,4158821.9399999995,2574546.01,-1101495.86
216,24815,Humana Insurance Company,Vermont,,,,,
217,24815,Humana Insurance Company,Vermont,,,,,
218,24815,Humana Insurance Company,Vermont,,,,,
219,50727,Humana Insurance Company,Virginia,22045,75,2610901.3099999996,178764.83,-11304.8
220,50727,Humana Insurance Company,Virginia,22045,75,2610901.3099999996,178764.83,-11304.8
221,50727,Humana Insurance Company,Virginia,22045,75,2610901.3099999996,178764.83,-11304.8
222,68140,Humana Insurance Company,Washington,,1476,,,
223,68140,Humana Insurance Company,Washington,,1476,,,
224,68140,Humana Insurance Company,Washington,,1476,,,
225,71488,Humana Insurance Company,West Virginia,,,,,
226,71488,Humana Insurance Company,West Virginia,,,,,
227,71488,Humana Insurance Company,West Virginia,,,,,
228,91604,Humana Insurance Company,Wisconsin,118386,307398,3869243.8200000008,3660246.43,2267328.07
229,91604,Humana Insurance Company,Wisconsin,118386,307398,3869243.8200000008,3660246.43,2267328.07
230,91604,Humana Insurance Company,Wisconsin,118386,307398,3869243.8200000008,3660246.43,2267328.07
231,71260,Humana Insurance Company,Wyoming,,,,,
232,71260,Humana Insurance Company,Wyoming,,,,,
233,71260,Humana Insurance Company,Wyoming,,,,,
234,,"Humana Insurance of Puerto Rico, Inc.",Grand Total,301,110013,,,
235,19728,"Humana Insurance of Puerto Rico, Inc.",Puerto Rico,301,110013,,,
236,35783,"Humana Medical Plan, Inc. ",Florida,1990616,764794,119899412.27000004,-80860989.32,-6552473.44
237,,"Humana Medical Plan, Inc. ",Grand Total,1990616,764794,119899412.27000004,-80860989.32,-6552473.44
238,63050,"Humana Medical Plan, Inc. ",Mississippi,,,,,
239,,"Humana Medical Plan of Michigan, Inc.",Grand Total,269299,,6808276.09,-25129449.51,
240,46275,"Humana Medical Plan of Michigan, Inc.",Michigan,269299,,6808276.09,-25129449.51,
241,49700,"Humana Medical Plan, Inc. ",North Carolina,,,,,
242,65909,"Humana Medical Plan, Inc. ",Oregon,,,,,
243,,"Humana Medical Plan of Utah, Inc.",Grand Total,119232,,3555669.520000001,-9861880.07,
244,56764,"Humana Medical Plan of Utah, Inc.",Utah,119232,,3555669.520000001,-9861880.07,
245,95307,Kanawha Insurance Company ,Alabama,462,,,,
246,69989,Kanawha Insurance Company ,Alaska,54,,,,
247,41773,Kanawha Insurance Company ,Arizona,264,,,,
248,29905,Kanawha Insurance Company ,Arkansas,456,,,,
249,86859,Kanawha Insurance Company ,California,864,,,,
250,31237,Kanawha Insurance Company ,Colorado,407,,,,
251,64364,Kanawha Insurance Company ,Connecticut,369,,,,
252,54635,Kanawha Insurance Company ,Delaware,93,,,,
253,45405,Kanawha Insurance Company ,District of Columbia,126,,,,
254,61403,Kanawha Insurance Company ,Florida,2457,,,,
255,93790,Kanawha Insurance Company ,Georgia,933,,,,
256,,Kanawha Insurance Company ,Grand Total,29193,,,,
257,23869,Kanawha Insurance Company ,Hawaii,12,,,,
258,32967,Kanawha Insurance Company ,Idaho,12,,,,
259,42434,Kanawha Insurance Company ,Illinois,1338,,,,
260,11268,Kanawha Insurance Company ,Indiana,402,,,,
261,24508,Kanawha Insurance Company ,Iowa,192,,,,
262,35480,Kanawha Insurance Company ,Kansas,204,,,,
263,72267,Kanawha Insurance Company ,Kentucky,549,,,,
264,63070,Kanawha Insurance Company ,Louisiana,759,,,,
265,35168,Kanawha Insurance Company ,Maine,387,,,,
266,68954,Kanawha Insurance Company ,Maryland,396,,,,
267,75295,Kanawha Insurance Company ,Massachusetts,677,,,,
268,79736,Kanawha Insurance Company ,Michigan,582,,,,
269,39955,Kanawha Insurance Company ,Minnesota,191,,,,
270,47052,Kanawha Insurance Company ,Mississippi,458,,,,
271,67358,Kanawha Insurance Company ,Missouri,861,,,,
272,91975,Kanawha Insurance Company ,Montana,54,,,,
273,21537,Kanawha Insurance Company ,Nebraska,87,,,,
274,71114,Kanawha Insurance Company ,Nevada,162,,,,
275,44146,Kanawha Insurance Company ,New Hampshire,140,,,,
276,87740,Kanawha Insurance Company ,New Jersey,671,,,,
277,51514,Kanawha Insurance Company ,New Mexico,113,,,,
278,11296,Kanawha Insurance Company ,New York,5079,,,,
279,68822,Kanawha Insurance Company ,North Carolina,888,,,,
280,51950,Kanawha Insurance Company ,North Dakota,,,,,
281,81014,Kanawha Insurance Company ,Ohio,1461,,,,
282,41600,Kanawha Insurance Company ,Oklahoma,258,,,,
283,64671,Kanawha Insurance Company ,Oregon,75,,,,
284,99194,Kanawha Insurance Company ,Pennsylvania,1287,,,,
285,26641,Kanawha Insurance Company ,Rhode Island,33,,,,
286,65156,Kanawha Insurance Company ,South Carolina,791,,,,
287,19841,Kanawha Insurance Company ,South Dakota,,,,,
288,86134,Kanawha Insurance Company ,Tennessee,812,,,,
289,13468,Kanawha Insurance Company ,Texas,1281,,,,
290,11197,Kanawha Insurance Company ,Utah,75,,,,
291,32352,Kanawha Insurance Company ,Vermont,29,,,,
292,35205,Kanawha Insurance Company ,Virginia,710,,,,
293,10188,Kanawha Insurance Company ,Washington,120,,,,
294,39386,Kanawha Insurance Company ,West Virginia,1308,,,,
295,61670,Kanawha Insurance Company ,Wisconsin,209,,,,
296,61420,Kanawha Insurance Company ,Wyoming,45,,,,
297,,Humana Wisconsin Health Organization Insurance Corporation,Grand Total,,156416,,,540251.68
298,55103,Humana Wisconsin Health Organization Insurance Corporation,Wisconsin,,156416,,,540251.68
299,,TRH Health Insurance Company,Grand Total,804629,,,,
300,16348,TRH Health Insurance Company,Tennessee,804629,,,,
301,,County of Santa Clara,Grand Total,15120,148,440556.0,-318460.0,
302,,County of Santa Clara,Grand Total,15120,148,440556.0,-318460.0,
303,,County of Santa Clara,Grand Total,15120,148,,,
304,99483,CONTRA COSTA MEDICAL SERVICES DBA CONTRA COSTA HEALTH PLAN,California,9787,2088,2293367.0,1753434.57,
305,99483,CONTRA COSTA MEDICAL SERVICES DBA CONTRA COSTA HEALTH PLAN,California,9787,2088,2293367.0,1753434.57,
306,99483,CONTRA COSTA MEDICAL SERVICES DBA CONTRA COSTA HEALTH PLAN,California,9787,2088,1753288.0,2292585.0,
307,,CONTRA COSTA MEDICAL SERVICES DBA CONTRA COSTA HEALTH PLAN,Grand Total,9787,2088,2293367.0,1753434.57,
308,,CONTRA COSTA MEDICAL SERVICES DBA CONTRA COSTA HEALTH PLAN,Grand Total,9787,2088,2293367.0,1753434.57,
309,,CONTRA COSTA MEDICAL SERVICES DBA CONTRA COSTA HEALTH PLAN,Grand Total,9787,2088,1753288.0,2292585.0,
310,,"GOOD HEALTH HMO, INC. d/b/a BLUE CARE, INC.",Grand Total,1233,37059,,,
311,94248,BLUE CROSS AND BLUE SHIELD OF KANSAS CITY,Kansas,332440,167621,11523299.72,8092802.17,1450193.47
312,34762,BLUE CROSS AND BLUE SHIELD OF KANSAS CITY,Missouri,630607,442946,25923279.05,18053572.29,2682326.2
313,,BLUE CROSS AND BLUE SHIELD OF KANSAS CITY,Grand Total,963047,610567,37446578.77,26146374.46,4132519.67
314,46416,"GOOD HEALTH HMO, INC. d/b/a BLUE CARE, INC.",Kansas,393,7843,,,
315,86686,"GOOD HEALTH HMO, INC. d/b/a BLUE CARE, INC.",Missouri,840,29216,,,
316,,"HMO Louisiana, Inc.",Grand Total,337975,562886,11532268.0,-12245987.0,-674764.0
317,19636,"HMO Louisiana, Inc.",Louisiana,337975,562886,11532268.0,-12245987.0,-674764.0
318,,Louisiana Health Service and Indemnity Company,Grand Total,1596020,2115029,59187419.0,22005546.0,803668.0
319,,Louisiana Health Service and Indemnity Company,Grand Total,1596020,2115029,59187419.0,22005546.0,803668.0
320,97176,Louisiana Health Service and Indemnity Company,Louisiana,1596020,2115029,59187419.0,22005546.0,803668.0
321,97176,Louisiana Health Service and Indemnity Company,Louisiana,1596020,2115029,59187419.0,22005546.0,803668.0
322,,American Specialty Health Insurance Company,Grand Total,,3257,,,
323,,Physicians Plus Insurance Corporation,Grand Total,41406,179478,140157.0,556348.0,-104807.0
324,28254,American Specialty Health Insurance Company,Hawaii,,3257,,,
325,58564,Physicians Plus Insurance Corporation,Wisconsin,41406,179478,140157.0,556348.0,-104807.0
326,,Optima Health Plan,Grand Total,199052,546331,14833381.0,19660297.0,1872934.0
327,,Optima Health Plan,Grand Total,199052,546331,14833381.0,19660297.0,1872934.0
328,20507,Optima Health Plan,Virginia,199052,546331,14833381.0,19660297.0,1872934.0
329,51398,"Preferred Medical Plan, Inc.",Florida,944021,939,19151684.0,-97122696.0,0.0
330,,"Preferred Medical Plan, Inc.",Grand Total,944021,939,19151684.0,-97122696.0,0.0
331,,United States Branch of the Sun Life Assurance Company of Canada,Grand Total,,,,,
332,58643,United States Branch of the Sun Life Assurance Company of Canada,Illinois,,,,,
333,84552,United States Branch of the Sun Life Assurance Company of Canada,Louisiana,,,,,
334,68448,United States Branch of the Sun Life Assurance Company of Canada,North Carolina,,,,,
335,78790,United States Branch of the Sun Life Assurance Company of Canada,Wisconsin,,,,,
336,,Sun Life and Health Insurance Company (U.S.),Grand Total,,,,,
337,37105,Sun Life and Health Insurance Company (U.S.),New York,,,,,
338,,Alameda Alliance Joint Powers Authority,Grand Total,,63655,,,
339,67597,Alameda Alliance Joint Powers Authority,California,,63655,,,
340,48962,"Anthem Blue Cross Life and Health Insurance Company, Inc.",California,2312019,1640585,0.0,0,0
341,,"Anthem Blue Cross Life and Health Insurance Company, Inc.",Grand Total,2312019,1640585,0.0,0,0
342,,"Anthem Health Plans of Kentucky, Inc.",Grand Total,1016969,990852,10851899.030000001,4889935,2798477
343,36239,"Anthem Health Plans of Kentucky, Inc.",Kentucky,1016969,990852,10851899.030000001,4889935,2798477
344,27619,Arches Mutual Insurance Company,Utah,149879,9108,10242701.48,-3623028.92,-521777.35
345,27619,Arches Mutual Insurance Company,Utah,149879,9108,10242701.48,-3623028.92,-521777.35
346,,WPS Health Plan Inc,Grand Total,211549,65263,20641931.0,6159460,-72821
347,84670,WPS Health Plan Inc,Wisconsin,211549,65263,20641931.0,6159460,-72821
348,,Blue Cross Blue Shield of Wisconsin,Grand Total,57887,24396,0.0,0,-33656
349,90028,Blue Cross Blue Shield of Wisconsin,Wisconsin,57887,24396,0.0,0,-33656
350,,Blue Cross and Blue Shield of Vermont,Grand Total,316114,371669,25139520.11,192224,2478025
351,13627,Blue Cross and Blue Shield of Vermont,Vermont,316114,371669,25139520.11,192224,2478025
352,53901,"Blue Cross and Blue Shield of Arizona, Inc.",Arizona,1649769,518338,43210443.35,14331092.97,1494667.03
353,,"Blue Cross and Blue Shield of Arizona, Inc.",Grand Total,1649769,518338,43210443.35,14331092.97,1494667.03
354,,Consumers' Choice Health Insurance Company,Grand Total,463294,2277,33097630.0,-6160779,-96974
355,,Consumers' Choice Health Insurance Company,Grand Total,463294,2277,33097630.0,-6160779,-96974
356,65122,Consumers' Choice Health Insurance Company,South Carolina,463294,2277,33097630.0,-6160779,-96974
357,65122,Consumers' Choice Health Insurance Company,South Carolina,463294,2277,33097630.0,-6160779,-96974
358,,"Capital District Physicians Health Plan, Inc.",Grand Total,45111,125199,5393821.0,8368751,5770784
359,,"Capital District Physicians Health Plan, Inc.",Grand Total,45111,125199,5393821.0,8368751,5770784
360,94788,"Capital District Physicians Health Plan, Inc.",New York,45111,125199,5393821.0,8368751,5770784
361,94788,"Capital District Physicians Health Plan, Inc.",New York,45111,125199,5393821.0,8368751,5770784
362,,Community Health Alliance Mutual Insurance Company,Grand Total,1938,3724,233551.0,259947,-377246
