,HIOS_ID,COMPANY_NAME,STATE,IND_MEMBER_MONTHS,SG_MEMBER_MONTHS,REINSURANCE,IND_RISK_ADJ,SG_RISK_ADJ
40,63411,"Blue Cross and Blue Shield of Georgia, Inc.",Georgia,260103,99385,0,0,2861311.57
41,,"Blue Cross and Blue Shield of Georgia, Inc.",Grand Total,260103,99385,0,0,2861311.57
42,49046,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",Georgia,1329937,1292437,31989248.98,-15389290.74,2730391.61
43,,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",Grand Total,1329937,1292437,31989248.98,-15389290.74,2730391.61
44,,Blue Cross Blue Shield of Wisconsin,Grand Total,34379,33265,0,0,-163325.2
45,90028,Blue Cross Blue Shield of Wisconsin,Wisconsin,34379,33265,0,0,-163325.2
46,16842,"Blue Cross and Blue Shield of Florida, Inc.",Florida,6204216,2084681,203599485,368933331,8102147
47,16842,"Blue Cross and Blue Shield of Florida, Inc.",Florida,6204216,2084681,203599485,334055030,8102147
48,,"Blue Cross and Blue Shield of Florida, Inc.",Grand Total,6204216,2084681,203599485,368933331,8102147
49,,"Blue Cross and Blue Shield of Florida, Inc.",Grand Total,6204216,2084681,203599485,334055030,8102147
50,59036,"UnitedHealthcare of Colorado, Inc.",Colorado,1201,50195,0,65134.38,-1585322.03
51,,"UnitedHealthcare of Colorado, Inc.",Grand Total,1201,50195,0,65134.38,-1585322.03
52,,"UnitedHealthcare of North Carolina, Inc.",Grand Total,624707,220630,26499387.62,-15791307.03,-1662191.39
53,54332,"UnitedHealthcare of North Carolina, Inc.",North Carolina,624707,220630,26499387.62,-15791307.03,-1662191.39
54,,Community Insurance Company,Grand Total,941870,3304314,18997897.59,19027175.55,14407578.76
55,29276,Community Insurance Company,Ohio,941870,3304314,18997897.59,19027175.55,14407578.76
56,,Compcare Health Services Insurance Corporation,Grand Total,255521,452760,11965745.76,9974580.81,-212388.05
57,79475,Compcare Health Services Insurance Corporation,Wisconsin,255521,452760,11965745.76,9974580.81,-212388.05
58,40702,"UnitedHealthcare of Arizona, Inc.",Arizona,171,7592,0,7834.6,-41916.08
59,,UnitedHealthcare of Texas,Grand Total,142,22909,0,-25523.92,-2109624.3
60,,"UnitedHealthcare of Arizona, Inc.",Grand Total,171,7592,0,7834.6,-41916.08
61,40220,UnitedHealthcare of Texas,Texas,142,22909,0,-25523.92,-2109624.3
62,,COMMERCIAL TRAVELERS MUTUAL INSURANCE COMPANY,Grand Total,,,,,
63,63004,COMMERCIAL TRAVELERS MUTUAL INSURANCE COMPANY,New York,,,,,
64,,"Empire HealthChoice Assurance, Inc.",Grand Total,213,21074,0,0,-1060038.06
65,44113,"Empire HealthChoice Assurance, Inc.",New York,213,21074,0,0,-1060038.06
66,,"Empire HealthChoice HMO, Inc.",Grand Total,869392,70270,40505389.2,28045214.12,763355.06
67,80519,"Empire HealthChoice HMO, Inc.",New York,869392,70270,40505389.2,28045214.12,763355.06
68,,Capital Advantage Assurance Company,Grand Total,116325,1002856,4544340,6863660,-3297708
69,45127,Capital Advantage Assurance Company,Pennsylvania,116325,1002856,4544340,6863660,-3297708
70,,Capital Advantage Insurance Company,Grand Total,0,4490,0,0,84422
71,82795,Capital Advantage Insurance Company,Pennsylvania,0,4490,0,0,84422
72,,Keystone Health Plan Central,Grand Total,30665,17939,1234236,298017,5269
73,53789,Keystone Health Plan Central,Pennsylvania,30665,17939,1234236,298017,5269
74,42491,"Managed Health Network,  A California Corporation",California,,,,,
75,,"Managed Health Network,  A California Corporation",Grand Total,,,,,
76,24046,Pekin Life Insurance Company,Arizona,,,,,
77,97696,Pekin Life Insurance Company,Arkansas,,,,,
78,15551,Pekin Life Insurance Company,Georgia,,,,,
79,,Pekin Life Insurance Company,Grand Total,108,62001,,,-650808
80,18389,Pekin Life Insurance Company,Illinois,96,42936,,,-476619
81,79828,Pekin Life Insurance Company,Indiana,12,13950,,,-180581
82,51474,Pekin Life Insurance Company,Iowa,,1503,,,11751
83,33868,Pekin Life Insurance Company,Kansas,,,,,
84,36997,Pekin Life Insurance Company,Louisiana,,,,,
85,70737,Pekin Life Insurance Company,Michigan,,,,,
86,95161,Pekin Life Insurance Company,Minnesota,,,,,
87,95390,Pekin Life Insurance Company,Mississippi,,,,,
88,94734,Pekin Life Insurance Company,Missouri,,,,,
89,10818,Pekin Life Insurance Company,Nebraska,,,,,
90,37028,Pekin Life Insurance Company,Ohio,,426,,,
91,25824,Pekin Life Insurance Company,Tennessee,,,,,
92,77444,Pekin Life Insurance Company,Texas,,,,,
93,69424,Pekin Life Insurance Company,Wisconsin,,3186,,,-5359
94,,PreferredOne Insurance Company,Grand Total,78619,178184,4220736,5753591,-3077770
95,,PreferredOne Insurance Company,Grand Total,78619,178184,4220736,5753591,-3077770
96,88102,PreferredOne Insurance Company,Minnesota,78619,178184,4220736,5753591,-3077770
97,88102,PreferredOne Insurance Company,Minnesota,78619,178184,4220736,5753591,-3077770
98,,Tufts Insurance Company,Grand Total,5867,30497,1002074,468303,3003718
99,38712,Tufts Insurance Company,Massachusetts,5867,25535,1002074,468303,2038202
100,26322,Tufts Insurance Company,Rhode Island,0,4962,0,0,965516
101,,"First Priority Life Insurance Company, Inc.",Grand Total,470448,468163,22703971,-3237217,-305361
102,55957,"First Priority Life Insurance Company, Inc.",Pennsylvania,470448,468163,22703971,-3237217,-305361
103,,"Health Alliance Medical Plans, Inc.",Grand Total,275330,221076,9484951,-1326443,-1104554
104,20129,"Health Alliance Medical Plans, Inc.",Illinois,275330,221076,9484951,-1326443,-1104554
105,,"Health Alliance Midwest, Inc.",Grand Total,74,7738,35910,14478,-16717
106,,"Health Alliance Midwest, Inc.",Grand Total,74,7738,35910,8802,-16717
107,80978,"Health Alliance Midwest, Inc.",Illinois,,,,,
108,80978,"Health Alliance Midwest, Inc.",Illinois,,,,,
109,77638,"Health Alliance Midwest, Inc.",Iowa,,7678,,,-8582
110,77638,"Health Alliance Midwest, Inc.",Iowa,,7678,,,-8582
111,77931,"Health Alliance Midwest, Inc.",Nebraska,74,60,35910,14478,-8135
112,77931,"Health Alliance Midwest, Inc.",Nebraska,74,60,35910,8802,-8135
113,,Healthy Alliance Life Insurance Company,Grand Total,1037701,1093732,19464185.02,7298221.08,5340341.52
114,32753,Healthy Alliance Life Insurance Company,Missouri,1037701,1093732,19464185.02,7298221.08,5340341.52
115,,Highmark Health Insurance Company,Grand Total,330905,1156811,37247106,51852280,777889
116,70194,Highmark Health Insurance Company,Pennsylvania,330905,1156811,37247106,51852280,777889
117,,"HealthKeepers, Inc.",Grand Total,2282806,598828,77192433.74,-13597420.4,-2356689.22
118,88380,"HealthKeepers, Inc.",Virginia,2282806,598828,77192433.74,-13597420.4,-2356689.22
119,,"HMO Missouri, Inc.",Grand Total,646,127867,0,0,-153568.66
120,92766,"HMO Missouri, Inc.",Missouri,646,127867,0,0,-153568.66
121,,"Health Net Health Plan of Oregon, Inc",Grand Total,19103,263744,1854766,3408187,-711752
122,10940,"Health Net Health Plan of Oregon, Inc",Oregon,19103,257570,1854766,3408187,45711
123,36026,"Health Net Health Plan of Oregon, Inc",Washington,,6174,,,-757463
124,30252,"Health Options, Inc.",Florida,1110889,496403,50025871,81745568,-4176091
125,,"Health Options, Inc.",Grand Total,1110889,496403,50025871,81745568,-4176091
126,,"Meridian Health Plan of Michigan, Inc.",Grand Total,288,,0,42779,
127,58594,"Meridian Health Plan of Michigan, Inc.",Michigan,288,,0,42778.9,
128,55221,Emphesys Insurance Company,Arizona,,12,,,
129,,Emphesys Insurance Company,Grand Total,,12,,,
130,44580,Humana Insurance Company,Alabama,80011,,4106399,-3473430.83,
131,44580,Humana Insurance Company,Alabama,80011,,4106399,-3473430.83,
132,36608,Humana Insurance Company,Alaska,,,,,
133,36608,Humana Insurance Company,Alaska,,,,,
134,66105,Humana Insurance Company,Arizona,54591,53171,1777515.02,487584.04,825281.63
135,66105,Humana Insurance Company,Arizona,54591,53171,1777515.02,487584.04,825281.63
136,99685,Humana Insurance Company,Arkansas,8077,1810,149105.97,-484230.53,91590.58
137,99685,Humana Insurance Company,Arkansas,8077,1810,149105.97,-484230.53,91590.58
138,68744,Humana Insurance Company,California,,439,,,23570.86
139,68744,Humana Insurance Company,California,,439,,,23570.86
140,79509,Humana Insurance Company,Colorado,87852,14273,1441661.37,434339.78,-95294.25
141,79509,Humana Insurance Company,Colorado,87852,14273,1441661.37,434339.78,-95294.25
142,83581,Humana Insurance Company,Connecticut,,,,,
143,83581,Humana Insurance Company,Connecticut,,,,,
144,88426,Humana Insurance Company,Delaware,,,,,
145,88426,Humana Insurance Company,Delaware,,,,,
146,42553,Humana Insurance Company,District of Columbia,,,,,
147,42553,Humana Insurance Company,District of Columbia,,,,,
148,15980,Humana Insurance Company,Florida,37,,,-279.3,
149,15980,Humana Insurance Company,Florida,37,,,-279.3,
150,37001,Humana Insurance Company,Georgia,15247,10003,1389389.8,1622203.69,300433.17
151,37001,Humana Insurance Company,Georgia,15247,10003,1389389.8,1622203.69,300433.17
152,,Humana Insurance Company,Grand Total,2699016,2140922,91702468.24,47124695.22,-6502838.21
153,,Humana Insurance Company,Grand Total,2699016,2140922,91702468.24,46689071.22,-6502838.21
154,31358,Humana Insurance Company,Hawaii,,,,,
155,31358,Humana Insurance Company,Hawaii,,,,,
156,41809,Humana Insurance Company,Idaho,,,,,
157,41809,Humana Insurance Company,Idaho,,,,,
158,68303,Humana Insurance Company,Illinois,86198,397474,3776222.99,3845784.08,1343082.51
159,68303,Humana Insurance Company,Illinois,86198,397474,3776222.99,3410160,1343082.51
160,99791,Humana Insurance Company,Indiana,105258,150375,9594235.07,8411678.81,-627510.77
161,99791,Humana Insurance Company,Indiana,105258,150375,9594235.07,8411678.81,-627510.77
162,51965,Humana Insurance Company,Iowa,,,,,
163,51965,Humana Insurance Company,Iowa,,,,,
164,19968,Humana Insurance Company,Kansas,52893,210867,639117.85,129998.03,453059.45
165,19968,Humana Insurance Company,Kansas,52893,210867,639117.85,129998.03,453059.45
166,49372,Humana Insurance Company,Kentucky,,,,,
167,49372,Humana Insurance Company,Kentucky,,,,,
168,29797,Humana Insurance Company,Louisiana,,,,,
169,29797,Humana Insurance Company,Louisiana,,,,,
170,84041,Humana Insurance Company,Maine,,,,,
171,84041,Humana Insurance Company,Maine,,,,,
172,86746,Humana Insurance Company,Maryland,,,,,
173,86746,Humana Insurance Company,Maryland,,,,,
174,31096,Humana Insurance Company,Massachusetts,,,,,
175,31096,Humana Insurance Company,Massachusetts,,,,,
176,62294,Humana Insurance Company,Michigan,33385,62952,1227009.54,-356523.02,-541342.84
177,62294,Humana Insurance Company,Michigan,33385,62952,1227009.54,-356523.02,-541342.84
178,72322,Humana Insurance Company,Minnesota,20,,,,
179,72322,Humana Insurance Company,Minnesota,20,,,,
180,48963,Humana Insurance Company,Mississippi,336079,32615,18775352.59,13191678.23,-52010.25
181,48963,Humana Insurance Company,Mississippi,336079,32615,18775352.59,13191678.23,-52010.25
182,30613,Humana Insurance Company,Missouri,85368,182866,4907965.39,-188325.95,-3938829.87
183,30613,Humana Insurance Company,Missouri,85368,182866,4907965.39,-188325.95,-3938829.87
184,64159,Humana Insurance Company,Montana,,,,,
185,64159,Humana Insurance Company,Montana,,,,,
186,81966,Humana Insurance Company,Nebraska,,,,,
187,81966,Humana Insurance Company,Nebraska,,,,,
188,20895,Humana Insurance Company,Nevada,17260,31901,2036876.71,1431529.89,-1141023.21
189,20895,Humana Insurance Company,Nevada,17260,31901,2036876.71,1431529.89,-1141023.21
190,90624,Humana Insurance Company,New Hampshire,,,,,
191,90624,Humana Insurance Company,New Hampshire,,,,,
192,78462,Humana Insurance Company,New Jersey,,,,,
193,78462,Humana Insurance Company,New Jersey,,,,,
194,33995,Humana Insurance Company,New Mexico,,,,,
195,33995,Humana Insurance Company,New Mexico,,,,,
196,32237,Humana Insurance Company,North Carolina,28992,12,292878.17,-520970.75,
197,32237,Humana Insurance Company,North Carolina,28992,12,292878.17,-520970.75,
198,33719,Humana Insurance Company,North Dakota,,,,,
199,33719,Humana Insurance Company,North Dakota,,,,,
200,97596,Humana Insurance Company,Ohio,50883,6566,2366363.09,1602746.25,-114966.92
201,97596,Humana Insurance Company,Ohio,50883,6566,2366363.09,1602746.25,-114966.92
202,23468,Humana Insurance Company,Oklahoma,2381,685,66139.02,74763.49,-69246.02
203,23468,Humana Insurance Company,Oklahoma,2381,685,66139.02,74763.49,-69246.02
204,45081,Humana Insurance Company,Oregon,,,,,
205,45081,Humana Insurance Company,Oregon,,,,,
206,67499,Humana Insurance Company,Pennsylvania,,,,,
207,67499,Humana Insurance Company,Pennsylvania,,,,,
208,14730,Humana Insurance Company,Rhode Island,,,,,
209,14730,Humana Insurance Company,Rhode Island,,,,,
210,17808,Humana Insurance Company,South Carolina,8505,,,16975.57,
211,17808,Humana Insurance Company,South Carolina,8505,,,16975.57,
212,93593,Humana Insurance Company,South Dakota,,,,,
213,93593,Humana Insurance Company,South Dakota,,,,,
214,82120,Humana Insurance Company,Tennessee,296844,343106,8497394.58,618404.6,-2645066.63
215,82120,Humana Insurance Company,Tennessee,296844,343106,8497394.58,618404.6,-2645066.63
216,63141,Humana Insurance Company,Texas,960435,291529,22949252.24,16542107.09,-1192747.03
217,63141,Humana Insurance Company,Texas,960435,291529,22949252.24,16542107.09,-1192747.03
218,46958,Humana Insurance Company,Utah,304972,59382,4092813.25,3098070.71,-414144.63
219,46958,Humana Insurance Company,Utah,304972,59382,4092813.25,3098070.71,-414144.63
220,24815,Humana Insurance Company,Vermont,,,,,
221,24815,Humana Insurance Company,Vermont,,,,,
222,50727,Humana Insurance Company,Virginia,26924,0,1722642.99,43710.21,
223,50727,Humana Insurance Company,Virginia,26924,0,1722642.99,43710.21,
224,68140,Humana Insurance Company,Washington,,0,,,
225,68140,Humana Insurance Company,Washington,,0,,,
226,71488,Humana Insurance Company,West Virginia,,,,,
227,71488,Humana Insurance Company,West Virginia,,,,,
228,91604,Humana Insurance Company,Wisconsin,56804,290896,1894133.6,596881.13,1292326.01
229,91604,Humana Insurance Company,Wisconsin,56804,290896,1894133.6,596881.13,1292326.01
230,71260,Humana Insurance Company,Wyoming,,,,,
231,71260,Humana Insurance Company,Wyoming,,,,,
232,95307,Kanawha Insurance Company ,Alabama,401,,,,
233,69989,Kanawha Insurance Company ,Alaska,54,,,,
234,41773,Kanawha Insurance Company ,Arizona,224,,,,
235,29905,Kanawha Insurance Company ,Arkansas,377,,,,
236,86859,Kanawha Insurance Company ,California,777,,,,
237,31237,Kanawha Insurance Company ,Colorado,374,,,,
238,64364,Kanawha Insurance Company ,Connecticut,341,,,,
239,54635,Kanawha Insurance Company ,Delaware,98,,,,
240,45405,Kanawha Insurance Company ,District of Columbia,126,,,,
241,61403,Kanawha Insurance Company ,Florida,2066,,,,
242,93790,Kanawha Insurance Company ,Georgia,792,,,,
243,,Kanawha Insurance Company ,Grand Total,25426,,,,
244,23869,Kanawha Insurance Company ,Hawaii,12,,,,
245,32967,Kanawha Insurance Company ,Idaho,12,,,,
246,42434,Kanawha Insurance Company ,Illinois,1133,,,,
247,11268,Kanawha Insurance Company ,Indiana,341,,,,
248,24508,Kanawha Insurance Company ,Iowa,138,,,,
249,35480,Kanawha Insurance Company ,Kansas,204,,,,
250,72267,Kanawha Insurance Company ,Kentucky,405,,,,
251,63070,Kanawha Insurance Company ,Louisiana,567,,,,
252,35168,Kanawha Insurance Company ,Maine,345,,,,
253,68954,Kanawha Insurance Company ,Maryland,360,,,,
254,75295,Kanawha Insurance Company ,Massachusetts,591,,,,
255,79736,Kanawha Insurance Company ,Michigan,534,,,,
256,39955,Kanawha Insurance Company ,Minnesota,146,,,,
257,47052,Kanawha Insurance Company ,Mississippi,420,,,,
258,67358,Kanawha Insurance Company ,Missouri,695,,,,
259,91975,Kanawha Insurance Company ,Montana,54,,,,
260,21537,Kanawha Insurance Company ,Nebraska,77,,,,
261,71114,Kanawha Insurance Company ,Nevada,116,,,,
262,44146,Kanawha Insurance Company ,New Hampshire,119,,,,
263,87740,Kanawha Insurance Company ,New Jersey,600,,,,
264,51514,Kanawha Insurance Company ,New Mexico,90,,,,
265,11296,Kanawha Insurance Company ,New York,4572,,,,
266,68822,Kanawha Insurance Company ,North Carolina,765,,,,
267,51950,Kanawha Insurance Company ,North Dakota,0,,,,
268,81014,Kanawha Insurance Company ,Ohio,1187,,,,
269,41600,Kanawha Insurance Company ,Oklahoma,236,,,,
270,64671,Kanawha Insurance Company ,Oregon,75,,,,
271,99194,Kanawha Insurance Company ,Pennsylvania,1173,,,,
272,26641,Kanawha Insurance Company ,Rhode Island,33,,,,
273,65156,Kanawha Insurance Company ,South Carolina,657,,,,
274,19841,Kanawha Insurance Company ,South Dakota,0,,,,
275,86134,Kanawha Insurance Company ,Tennessee,717,,,,
276,13468,Kanawha Insurance Company ,Texas,1130,,,,
277,11197,Kanawha Insurance Company ,Utah,75,,,,
278,32352,Kanawha Insurance Company ,Vermont,12,,,,
279,35205,Kanawha Insurance Company ,Virginia,659,,,,
280,10188,Kanawha Insurance Company ,Washington,110,,,,
281,39386,Kanawha Insurance Company ,West Virginia,1211,,,,
282,61670,Kanawha Insurance Company ,Wisconsin,180,,,,
283,61420,Kanawha Insurance Company ,Wyoming,45,,,,
284,,"Humana Benefit Plan of Illinois, Inc.",Grand Total,,,,,
285,87715,"Humana Benefit Plan of Illinois, Inc.",Illinois,,,,,
286,65327,"Humana Benefit Plan of Illinois, Inc.",North Dakota,,,,,
287,80957,"Humana Benefit Plan of Illinois, Inc.",Pennsylvania,,,,,
288,,"Humana Health Plan of Ohio, Inc.",Grand Total,113702,337779,5152813.04,-1928407.65,-2483141.65
289,66083,"Humana Health Plan of Ohio, Inc.",Ohio,113702,337779,5152813.04,-1928407.65,-2483141.65
290,,Humana Wisconsin Health Organization Insurance Corporation,Grand Total,,163547,,,707127.26
291,55103,Humana Wisconsin Health Organization Insurance Corporation,Wisconsin,,163547,,,707127.26
292,,"Humana Medical Plan of Michigan, Inc.",Grand Total,210962,,5234618,-10842830,
293,46275,"Humana Medical Plan of Michigan, Inc.",Michigan,210962,,5234618,-10842830,
294,93332,"Humana Employers Health Plan of Georgia, Inc.",Georgia,3442073,1307376,213455181.26,68541368.02,-3209903.85
295,,"Humana Employers Health Plan of Georgia, Inc.",Grand Total,3442073,1307376,213455181.26,68541368.02,-3209903.85
296,35783,"Humana Medical Plan, Inc. ",Florida,3470273,851617,136763089.09,-135056370.83,-11511826.07
297,,"Humana Medical Plan, Inc. ",Grand Total,3470273,851617,136763089.09,-135056370.83,-11511826.07
298,49700,"Humana Medical Plan, Inc. ",North Carolina,,,,,
299,99308,"Humana Health Insurance Company of Florida, Inc.",Florida,231548,7886,1206173.54,-2261208.38,-124082.7
300,,"Humana Health Insurance Company of Florida, Inc.",Grand Total,231548,7886,1206173.54,-2261208.38,-124082.7
301,58003,"Humana Health Plan, Inc.",Alabama,,,,,
302,58003,"Humana Health Plan, Inc.",Alabama,,,,,
303,23307,"Humana Health Plan, Inc.",Arizona,16365,143566,676011,261705,-1948641.42
304,23307,"Humana Health Plan, Inc.",Arizona,16365,143566,676011,261705,-1948641.42
305,15517,"Humana Health Plan, Inc.",Arkansas,,,,,
306,15517,"Humana Health Plan, Inc.",Arkansas,,,,,
307,74320,"Humana Health Plan, Inc.",Colorado,138751,215339,7610460.53,3955632.49,3161909.83
308,74320,"Humana Health Plan, Inc.",Colorado,138751,215339,7610460.53,3955632.49,3161909.83
309,,"Humana Health Plan, Inc.",Grand Total,357045,1133817,15538874.83,8185557.13,-2920145.77
310,,"Humana Health Plan, Inc.",Grand Total,357045,1133817,15538874.83,8113929.13,-2920145.77
311,53096,"Humana Health Plan, Inc.",Idaho,,,,,
312,53096,"Humana Health Plan, Inc.",Idaho,,,,,
313,58288,"Humana Health Plan, Inc.",Illinois,12865,44797,434600.45,563700.35,-1525019.48
314,58288,"Humana Health Plan, Inc.",Illinois,12865,44797,434600.45,492073,-1525019.48
315,43442,"Humana Health Plan, Inc.",Indiana,,5118,,,-102658.68
316,43442,"Humana Health Plan, Inc.",Indiana,,5118,,,-102658.68
317,49857,"Humana Health Plan, Inc.",Kansas,,2181,,,37672.29
318,49857,"Humana Health Plan, Inc.",Kansas,,2181,,,37672.29
319,15411,"Humana Health Plan, Inc.",Kentucky,189064,624026,6817802.85,3404519.29,-1964729.71
320,15411,"Humana Health Plan, Inc.",Kentucky,189064,624026,6817802.85,3404519.29,-1964729.71
321,73889,"Humana Health Plan, Inc.",Missouri,,137,,,
322,73889,"Humana Health Plan, Inc.",Missouri,,137,,,
323,89951,"Humana Health Plan, Inc.",Nebraska,,,,,
324,89951,"Humana Health Plan, Inc.",Nebraska,,,,,
325,93696,"Humana Health Plan, Inc.",Nevada,,6414,,,-48965.47
326,93696,"Humana Health Plan, Inc.",Nevada,,6414,,,-48965.47
327,93165,"Humana Health Plan, Inc.",South Carolina,,,,,
328,93165,"Humana Health Plan, Inc.",South Carolina,,,,,
329,93222,"Humana Health Plan, Inc.",Tennessee,,92239,,,-529713.13
330,93222,"Humana Health Plan, Inc.",Tennessee,,92239,,,-529713.13
331,74100,"Humana Health Plan, Inc.",Virginia,,,,,
332,74100,"Humana Health Plan, Inc.",Virginia,,,,,
333,42074,"Humana Health Plan, Inc.",Washington,,,,,
334,42074,"Humana Health Plan, Inc.",Washington,,,,,
335,,"Humana Insurance Company of Kentucky, Inc. ",Grand Total,12,108,,,
336,21220,"Humana Insurance Company of Kentucky, Inc. ",Kentucky,12,108,,,
337,,"Humana Health Plan of Texas, Inc. ",Grand Total,1147557,1418824,51268519.33,-26986914.17,-2173306.64
338,32673,"Humana Health Plan of Texas, Inc. ",Texas,1147557,1418824,51268519.33,-26986914.17,-2173306.64
339,,"Humana Health Plans of Puerto Rico, Inc.",Grand Total,5580,,,,
340,42497,"Humana Health Plans of Puerto Rico, Inc.",Puerto Rico,5580,,,,
341,,"Humana Insurance of Puerto Rico, Inc.",Grand Total,,96529,,,
342,19728,"Humana Insurance of Puerto Rico, Inc.",Puerto Rico,,96529,,,
343,,"Humana Health Benefit Plan of Louisiana, Inc.",Grand Total,248033,434330,6596325.19,-2546110.54,-4759020.22
344,44965,"Humana Health Benefit Plan of Louisiana, Inc.",Louisiana,248033,434330,6596325.19,-2546110.54,-4759020.22
345,,"Humana Medical Plan of Utah, Inc.",Grand Total,150566,,2400338,-12348266,
346,56764,"Humana Medical Plan of Utah, Inc.",Utah,150566,,2400338,-12348266,
347,75687,Liberty Mutual Insurance Company,Alabama,,,,,
348,24512,Trustmark Life Insurance Company,Arkansas,0,0,,0,0
349,48748,Liberty Mutual Insurance Company,Arizona,,,,,
350,13647,Trustmark Life Insurance Company,Arizona,0,0,,0,0
351,35305,Trustmark Life Insurance Company,California,842,0,,-165775.07,0
352,35451,Liberty Mutual Insurance Company,California,,,,,
353,17060,Liberty Mutual Insurance Company,Colorado,,,,,
354,85624,Liberty Mutual Insurance Company,Connecticut,,,,,
355,45682,Liberty Mutual Insurance Company,Florida,,,,,
356,79325,"GEMCare Health Plan, Inc.",California,,32764,,,0
357,,"GEMCare Health Plan, Inc.",Grand Total,,32764,,,0
358,46273,Liberty Mutual Insurance Company,Georgia,,,,,
359,,Liberty Mutual Insurance Company,Grand Total,,,,,
360,,Trustmark Life Insurance Company,Grand Total,2159,0,,-272616.75,0
361,79087,Liberty Mutual Insurance Company,Hawaii,,,,,
362,19253,Trustmark Life Insurance Company,Illinois,0,0,,0,0
363,45770,Liberty Mutual Insurance Company,Illinois,,,,,
364,62052,Trustmark Life Insurance Company,Indiana,0,0,,0,0
365,22201,Liberty Mutual Insurance Company,Iowa,,,,,
366,40348,Liberty Mutual Insurance Company,Kentucky,,,,,
367,38251,Trustmark Life Insurance Company,Kansas,0,0,,0,0
368,17086,Liberty Mutual Insurance Company,Louisiana,,,,,
369,87736,Liberty Mutual Insurance Company,Maine,,,,,
370,15424,Liberty Mutual Insurance Company,Maryland,,,,,
371,48023,Liberty Mutual Insurance Company,Massachusetts,,,,,
372,32651,Liberty Mutual Insurance Company,Michigan,,,,,
