2015RiskAdj,2014RiskAdj,2015RiskAdjNo0,2014RiskAdjNo0
0,0,-8.815003234,-47.45850212
0,0,-9.051098693,-2.830539225
0,0,-9.196707126,-41.08488437
0,0,-9.32948851,9.343844944
0,0,-9.444182594,-26.27493671
0,0,-9.590715129,-44.67207139
0,0,-9.765613955,0.493243488
0,0,-9.955895917,-21.30564772
0,0,-10.26520882,1.827215124
0,0,-10.45377465,0
0,0,-10.66992727,0.490332945
0,0,-10.675899,-10.18676447
0,0,-10.67913794,8.688578659
0,0,-10.86863546,16.65343839
0,0,-11.25673077,-30.75366476
0,0,-11.57144341,-3.617907398
0,0,-11.88938403,-5.168549008
0,0,-12.41701917,0
0,0,-12.5147474,20.66645516
0,0,-12.85297323,-12.05185906
0,0,-13.41704387,-14.92600383
0,0,-13.53519821,-1.688978477
0,0,-13.76428571,2292.666667
0,0,-14.80288856,226.9540946
0,0,-14.81891417,-11.78632129
0,0,-15.05398612,1.64728517
0,0,-15.30340975,12.29731579
0,0,-15.31397861,-71.08342872
0,0,-15.38835273,-41.47738288
0,0,-15.44477789,-5.494311649
0,0,-15.44762308,9.676881708
0,0,-15.60881608,-1.704517573
0,0,-16.08466804,-24.35145968
0,0,-16.3386634,133.9826421
0,0,-16.96019111,-50.17426853
0,0,-17.49456189,-25.39370939
0,0,-17.50233515,-25.69390725
0,0,-17.58963228,-17.304813
0,0,-17.95559163,-13.2977742
0,0,-17.96946571,-12.33795462
0,0,-18.17839809,14.61121344
0,0,-18.18166932,2.00460016
0,0,-18.27596681,1.378186367
0,0,-19.28884298,-5.868613139
0,0,-19.49130255,0
0,0,-20.3700443,0
0,0,-20.46677091,50.56880466
0,0,-20.51492559,-6.115648085
0,0,-20.57083286,-43.26917168
0,0,-20.676238,0
0,0,-20.7126984,-65.32453416
0,0,-20.75898878,62.9111209
0,0,-21.2883493,-25.06544581
0,0,-22.32015649,2.079905095
0,0,-23.23628049,0
0,0,-23.51683983,-44.33563861
0,0,-24.26405143,-7.841401113
0,0,-24.91091696,24.34928819
0,0,-24.9480398,2.373339812
0,0,-25.05921971,-39.56237196
0,0,-25.17423208,9.998960654
0,0,-25.27794155,0
0,0,-26.65154072,94.39974983
0,0,-26.67529712,-11.52254143
0,0,-26.70094513,57.19031799
0,0,-27.07635264,-92.59727764
0,0,-27.30793207,0
0,0,-27.35820445,-67.74834637
0,0,-27.39871535,-0.55955707
0,0,-27.59430154,-34.0445993
0,0,-27.85527137,-3.001017035
0,0,-28.18338695,-16.36288247
0,0,-28.44314621,-68.40728839
0,0,-28.5244541,-173.1918736
0,0,-28.67621873,-2.988692442
0,0,-28.81293956,-33.00770904
0,0,-29.24736906,-16.80723602
0,0,-29.31638702,-0.051705299
0,0,-29.47263559,0
0,0,-29.86606412,-5.525446434
0,0,-30.14515217,-67.26428591
0,0,-31.78759015,-29.25370794
0,0,-32.01859653,0
0,0,-32.10834265,0.139137903
0,0,-32.11423713,-34.6953307
0,0,-32.7323977,12.61354582
0,0,-33.24964852,-24.75978686
0,0,-33.66148668,-2.374031044
0,0,-33.78571429,0
0,0,-33.84615904,-24.24043251
0,0,-34.15918806,-8.63466539
0,0,-34.27079679,-24.17302571
0,0,-34.60486056,-11.57360619
0,0,-35.4118454,27.71003506
0,0,-35.50148472,0
0,0,-35.88469931,3.963210018
0,0,-36.02590691,-31.15118468
0,0,-36.43978524,-42.89195002
0,0,-37.88359333,-29.74094102
0,0,-38.52913629,0
0,0,-38.91808247,-40.62108881
0,0,-39.10635417,-73.34565818
0,0,-39.14242034,149.5453237
0,0,-40.56460515,12.89916147
0,0,-41.29133285,0
0,0,-41.44015444,0
0,0,-41.53175554,-21.70234742
0,0,-42.13772048,-3.875618261
0,0,-42.39743827,0
0,0,-42.92463626,-0.12388923
0,0,-43.41191624,-13.79613581
0,0,-44.48158,-0.081297254
0,0,-45.83462829,-50.02890515
0,0,-45.90418628,-50.03753002
0,0,-46.25003996,0
0,0,-46.26933805,-30.4470588
0,0,-46.45017195,-66.91888824
0,0,-46.59127975,0
0,0,-47.22902498,-4.126938553
0,0,-48.23510386,-34.35739251
0,0,-49.22734302,-128.1537336
0,0,-50.11133467,0
0,0,-50.92229926,-202.204359
0,0,-51.09509365,157.0851676
0,0,-51.10781204,-36.23341076
0,0,-51.39707625,-93.31430681
0,0,-52.68314633,34.70915514
0,0,-53.2884413,0
0,0,-54.17850413,-56.2306795
0,0,-54.23553585,-41.61503903
0,0,-54.29782586,26.57924706
0,0,-54.56344345,-66.21505921
0,0,-54.76143144,38.82401515
0,0,-55.14133251,15.21667311
0,0,-56.09148929,-33.61991679
0,0,-56.75240933,-105.6595463
0,0,-57.36338814,-20.57484954
0,0,-57.75117356,-1.297673146
0,0,-58.9538483,-1.534470064
0,0,-58.9948807,-61.13863451
0,0,-59.37675935,0
0,0,-59.41610365,0
0,0,-59.95178036,5.093432457
0,0,-60.05967162,-214.1209979
0,0,-60.73761119,-54.85558012
0,0,-61.52408955,-81.36076606
0,0,-61.61700476,-23.9695274
0,0,-62.16814138,-29.73185977
0,0,-62.26019067,0
0,0,-62.74912188,-87.677062
0,0,-62.7874862,-2.960412931
0,0,-63.24074705,-285.8417464
0,0,-63.60170724,-28.58606709
0,0,-63.76971869,-16.83750941
0,0,-66.44966037,-44.81418403
0,0,-67.61241788,-28.06403927
0,0,-68.21333563,-56.19691386
0,0,-68.25996178,-135.4269505
0,0,-68.31360382,84.53571429
0,0,-68.43959767,276.275876
0,0,-69.16600998,-21.78656489
0,0,-69.26450995,134.1315789
0,0,-71.94545417,-85.94802098
0,0,-71.96911387,-77.64924567
0,0,-74.24266876,-34.20327934
0,0,-74.30695481,-53.74271342
0,0,-74.62352378,-0.258979344
0,0,-75.60193548,146.4711278
0,0,-78.34887331,-9.603459812
0,0,-78.78747436,0
0,0,-79.78576924,-6.110900457
0,0,-80.81863159,43.95933114
0,0,-82.01231354,-82.71168872
0,0,-82.46943925,-30.73590389
0,0,-84.31104261,-102.8819232
0,0,-92.19221029,77.26893699
0,0,-95.37346267,-186.1114643
0,0,-96.8808192,-21.63886864
0,0,-102.445441,-51.86949968
0,0,-102.7123112,-7.32308096
0,0,-103.1344028,-104.3211549
0,0,-106.3923117,60.90513675
0,0,-106.707422,-135.2153554
0,0,-108.3176201,-32.25038601
0,0,-108.81,-25.50285918
0,0,-110.3189461,-3.386920491
0,0,-111.0134605,0
0,0,-111.9784591,-44.69316062
0,0,-112.8403226,-28.56009934
0,0,-113.8710471,0
0,0,-116.7124595,-0.115384962
0,0,-120.7116047,-18.47750094
0,0,-121.0831868,-39.9788454
0,0,-125.5928583,-132.2551706
0,0,-127.1026308,91.1793436
0,0,-128.6939183,-92.04758621
0,0,-130.1872163,-126.2373478
0,0,-136.5973988,0
0,0,-137.2536669,23.53776421
0,0,-140.4576056,0
0,0,-141.8968653,-57.32821676
0,0,-145.0030696,-194.6351861
0,0,-155.6286486,413.7106329
0,0,-155.8839228,-42.18540867
0,0,-165.6340659,-19.27742358
0,0,-166.1886128,37.54347988
0,0,-169.4934845,-18.82776686
0,0,-179.7459155,-46.41583333
0,0,-185.2128069,-118.5079409
0,0,-188.7291667,-149.2025
0,0,-189.1869747,-10.19398572
0,0,-196.8825059,-89.5023816
0,0,-220.5941667,-32.478875
0,0,-258.8888462,-110.9265086
0,0,-271.4577778,-7.913170103
0,0,-305.9541667,-147.6353488
0,0,-426.1452778,-421.3567568
0,0,-600.9058333,-551.7896552
0,0,-678.7308333,0
0,0,-1305.7125,0
0,0,-1557.350794,-252.1260417
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
